autor,partido,uf,discurso,data,id_sessao
Marcos Pereira,PRB,SP,"Muito bem, Presidente Rodrigo Maia. Suas palavras engrandecem o Parlamento... Nós só vamos proclamar o resultado quando o Presidente sentar aqui, porque ele é que tem que proclamar o resultado. (Risos.) Suas palavras engrandecem o Parlamento, engradecem a democracia brasileira. Quero pedir ao Plenário, àqueles que concordam evidentemente Š nós respeitamos aqueles que não concordam Š, uma grande salva de palmas para o nosso Presidente. (Palmas.)",10/07/2019,191
Rodrigo Maia,DEM,RJ,"Está encerrada a votação. (Manifestação no plenário: Brasil! Brasil! Brasil!) Resultado da votação: SIM: 379 NÃO: 131. O SUBSTITUTIVO DA COMISSÃO ESPECIAL ESTÁ APROVADO. Estão prejudicadas a proposta inicial e as emendas, ressalvados os destaques. (Palmas.)",10/07/2019,191
FERNANDA MELCHIONNA,PSOL,RS,"Eu fui citada por V.Exa., Presidente.",10/07/2019,191
Rodrigo Maia,DEM,RJ,"Foi, sim. V.Exa. pode falar à vontade.",10/07/2019,191
FERNANDA MELCHIONNA,PSOL,RS,"Quero falar por 1 minuto, Presidente.",10/07/2019,191
Rodrigo Maia,DEM,RJ,"Ouviremos com o maior prazer, de forma democrática.",10/07/2019,191
FERNANDA MELCHIONNA,PSOL,RS,"Pois é, de forma democrática, dizia Saramago, verdadeiros ataques à democracia acontecem. Hoje vocês rasgaram um capítulo importante da Constituição Federal: o capítulo sobre a Previdência, o capítulo Da Seguridade Social. (Apupos.)",10/07/2019,191
Rodrigo Maia,DEM,RJ,Deixem-na falar.,10/07/2019,191
GIOVANI CHERINI,PL,RS,Respeite a democracia! Saiba perder! Respeite a democracia! (O Sr. Presidente faz soar as campainhas.),10/07/2019,191
Rodrigo Maia,DEM,RJ,Eu falei com todos ouvindo ela tem o direito de falar com todos ouvindo.,10/07/2019,191
FERNANDA MELCHIONNA,PSOL,RS,"Obrigada. Um capítulo importante foi rasgado, ou pelo menos começou a ser rasgado, porque seguem os destaques e segue a votação da PEC 6. Eu não tenho nenhuma dúvida de que essa reforma significa um ataque brutal aos trabalhadores, com os piores métodos possíveis, com o toma lá, dá cá, com o balcão sujo de negócios, que tem a ver com a liberação de emendas parlamentares para comprar votos de Parlamentares nesta Casa. Se isso não é ser ratazana de terno e gravata, eu não sei o que é ser ratazana de terno e gravata! Envergonha-me muito o que acontece aqui na noite de hoje.",10/07/2019,191
ALCEU MOREIRA,Bloco/MDB,RS,Ratazana és tu!,10/07/2019,191
FERNANDA MELCHIONNA,PSOL,RS,"Mas eu quero terminar citando Darcy Ribeiro. Darcy Ribeiro falou, muito tempo atrás, que perdeu muitas lutas...",10/07/2019,191
GIOVANI CHERINI,PL,RS,Isso é igual futebol!,10/07/2019,191
ORLANDO SILVA,PCdoB,SP,"Presidente, eu fui citado.",10/07/2019,191
Rodrigo Maia,DEM,RJ,Deixem a Deputada falar.,10/07/2019,191
FERNANDA MELCHIONNA,PSOL,RS,"Perdeu lutas em defesa dos indígenas, perdeu lutas em defesa da educação, perdeu lutas em defesa dos professores. Mas ele disse que não queria estar, nem por 1 minuto Š nem por 1 minuto da vida Š do lado dos que venceram. Eu não queria, nem eu nem nenhum dos Parlamentares do PSOL e da Oposição, estar nem por 1 minuto do lado de ratazanas de terno e gravata, que rasgaram a Constituição na noite de hoje! Nós estamos do lado dos trabalhadores, das mulheres e daqueles que constroem o Brasil, o Brasil que é de todos e que, infelizmente, vocês atacam na noite de hoje. Então eu reafirmo, Presidente, o meu protesto. A noite de hoje é revoltante, é muito triste!",10/07/2019,191
ALCEU MOREIRA,Bloco/MDB,RS,É muito triste ver uma Parlamentar que não respeita os seus companheiros!,10/07/2019,191
FERNANDA MELCHIONNA,PSOL,RS,Mas eu quero dizer para o Presidente e para essa maioria que fez essa votação lamentável que não existe vitória definitiva nem derrota que seja permanente. A luta de classes segue sendo o motor da história. E nós lutaremos para reverter cada maldade e cada ataque dessa agenda ultraliberal e antipovo que vocês estão levando à frente no Brasil. Viva a luta dos trabalhadores! Abaixo... (Desligamento automático do microfone.),10/07/2019,191
ORLANDO SILVA,PCdoB,SP,"Eu fui citado, Presidente.",10/07/2019,191
DANIEL COELHO,CIDADANIA,PE,"Ratazana é essa senhora, que não respeita a democracia!",10/07/2019,191
Rodrigo Maia,DEM,RJ,Tem a palavra o Deputado Eduardo Bolsonaro. (Pausa.),10/07/2019,191
DANIEL COELHO,CIDADANIA,PE,"Ela tem que aceitar como vota a maioria e respeitar o voto dos Parlamentares. É inaceitável esse tipo de declaração. Isso é coisa de gente autoritária, que não respeita a democracia! (Pausa.)",10/07/2019,191
Rodrigo Maia,DEM,RJ,Tem a palavra o Deputado Orlando Silva. (Pausa.),10/07/2019,191
EDUARDO BOLSONARO,PSL,SP,"Sr. Presidente, gostaria de fazer uso da palavra.",10/07/2019,191
Rodrigo Maia,DEM,RJ,"Pode falar, Deputado.",10/07/2019,191
EDUARDO BOLSONARO,PSL,SP,"Sr. Presidente, obrigado por me assegurar a palavra. Todo mundo sabe que a minha frequência aqui diante destes microfones era mais assídua na legislatura anterior, porque nesta eu tenho de medir as minhas palavras, pois muitas das vezes elas são interpretadas como sendo a vontade do Presidente da República. Eu confesso, colega Pereira, que estou tendo um déjà vu neste momento, que se assemelha muito com um momento que nós vivemos aqui 3 anos atrás, outro momento muito importante, quando o Presidente Bolsonaro falou também para um Presidente da Casa da importância deste e disse que ele colocava o seu nome na história. Parabéns, Presidente Rodrigo Maia, pela condução dos trabalhos da reforma que nós estamos aprovando neste momento. O senhor coloca o seu nome na história do Brasil. Eu finalizo, Sr. Presidente, falando que isso também só foi possível graças a todos aqueles que, no ano passado, fizeram campanha de graça para o então Deputado Jair Bolsonaro. Eles deram a independência necessária para a nomeação dos Ministros. Assim, o Ministro da Economia, Paulo Guedes, teve total liberdade para encaminhar a esta Casa a reforma da Previdência, que vai colocar o País nos trilhos da prosperidade. Muito obrigado. Parabéns ao Parlamento. Hoje é uma grande vitória, um grande dia. Parabéns, Presidente Rodrigo Maia! (Palmas.)",10/07/2019,191
Rodrigo Maia,DEM,RJ,"Deputado Orlando Silva, V.Exa. tem a palavra.",10/07/2019,191
ORLANDO SILVA,PCdoB,SP,"Presidente, eu quero falar porque fui citado por V.Exa.",10/07/2019,191
Rodrigo Maia,DEM,RJ,"Mas o seu caso foi diferente, não foi nenhuma crítica.",10/07/2019,191
ORLANDO SILVA,PCdoB,SP,"Mas eu quero fazer um registro: eu considero que é democrático o debate feito nesta Casa Š às vezes ganhamos, às vezes perdemos Š, mas eu quero dizer que este Congresso está chamado a fazer um debate sobre a construção de um projeto para o Brasil. Se o Poder Executivo não se colocar à altura da dimensão da Nação brasileira, o Parlamento está chamado a discutir uma pauta para retomar o desenvolvimento econômico, para garantir a geração de empregos, para sustentar a democracia, garantindo os direitos do nosso povo, Presidente. Aqui nós temos muitas diferenças, mas o senhor tem razão: todos aqui têm compromisso com o Brasil. E nós temos que renovar o compromisso com o Brasil, com a democracia, com este Parlamento. Nós da Oposição seguiremos na luta em defesa dos direitos dos trabalhadores. A luta continua! Hoje foi apenas um... (Desligamento automático do microfone.)",10/07/2019,191
Rodrigo Maia,DEM,RJ,Tem a palavra o Deputado Giovani Cherini.,10/07/2019,191
GIOVANI CHERINI,PL,RS,"Sr. Presidente, estamos todos emocionados. Eu tive a oportunidade de viver aqui um outro momento, o momento do impeachment , que foi também de muita atenção do povo brasileiro para esta Casa. Agora nós votamos a reforma da Previdência. Temos os destaques para analisar, mas eu acredito que aquilo que norteia a nova Previdência no Brasil nós acabamos de aprovar, com uma margem extremamente importante. É lógico que não é um momento de festa nem de comemoração, até porque nós estamos fazendo uma reforma com a qual muitas pessoas vão ter que pagar mais e fazer sacrifícios. Mas nós todos sabíamos que estávamos fazendo aqui o possível e o necessário, e é isso que nós fizemos hoje. Parabéns, Presidente Rodrigo Maia!",10/07/2019,191
Rodrigo Maia,DEM,RJ,Tem a palavra a Deputada Gleisi Hoffmann.,10/07/2019,191
GLEISI HOFFMANN,PT,PR,"Obrigada, Sr. Presidente. A alegria externada hoje nesta Casa em breve vai contrastar com o aumento da pobreza entre os aposentados, em breve vai contrastar com as dificuldades das viúvas que vão ter sua pensão reduzida, em breve vai contrastar com a esperança daqueles que queriam se aposentar e vão ter que trabalhar muito mais. Os senhores não fizeram isso para o Brasil e pelo Brasil os senhores fizeram isso para o sistema financeiro, fizeram isso para e pelos banqueiros, fizeram isso para o povo rico deste País. Vocês não querem um Estado para os pobres vocês querem um Estado assegurando renda para aqueles que especulam na Bolsa de Valores. Não é esse o Estado que nós queremos construir. O Brasil tem mais de 200 milhões de pessoas. A maioria dessas pessoas é pobre. É por elas que nós lutamos hoje. O PT sempre ficou ao lado do povo... (Desligamento automático do microfone.)",10/07/2019,191
Rodrigo Maia,DEM,RJ,Tem a palavra o Deputado Altineu Côrtes.,10/07/2019,191
ALTINEU CÔRTES,PL,RJ,"Presidente, parabéns pela condução. Quero citar uma pessoa aqui, o seu pai, Cesar Maia, que neste momento deve ter ficado com muito orgulho de V.Exa., ao tempo que V.Exa. mencionou que ficava ali aprendendo com grandes Líderes. Parabéns pela sua condução, Presidente. Parabéns a todos os Deputados. Parabéns ao Brasil.",10/07/2019,191
Rodrigo Maia,DEM,RJ,"Esta Presidência informa que estão inadmitidas as Emendas Aglutinativas nºs 1, 2 e 3.",10/07/2019,191
IVAN VALENTE,PSOL,SP,Presidente...,10/07/2019,191
Rodrigo Maia,DEM,RJ,"Requerimento: Senhor Presidente, Requeremos a Vossa Excelência, nos termos do art. 161, inciso II c/c seu § 2º, do RICD, destaque da Emenda 176, que altera a PEC nº 6 de 2019. Sala das Sessões, 9 de julho de 2019. Para falar a favor, tem a palavra o Deputado Wellington Roberto. (Pausa.)",10/07/2019,191
IVAN VALENTE,PSOL,SP,"Presidente, posso só fazer uma manifestação em nome da bancada do PSOL, por 15 segundos?",10/07/2019,191
Rodrigo Maia,DEM,RJ,"Pode, claro.",10/07/2019,191
IVAN VALENTE,PSOL,SP,"Eu só queria fazer uma colocação a V.Exa., com a maior sinceridade. V.Exa. estava na tribuna, não na direção dos trabalhos naquele momento. V.Exa. fez uma citação nominal. Fulanizar pessoas em plenário numa votação como esta eu considero um grande erro.",10/07/2019,191
Rodrigo Maia,DEM,RJ,Pode ser.,10/07/2019,191
IVAN VALENTE,PSOL,SP,"Acho que V.Exa. pode ter o conceito que tiver da Deputada Fernanda Melchionna, mas V.Exa. errou ao citá-la lá da tribuna.",10/07/2019,191
Rodrigo Maia,DEM,RJ,Posso ter errado.,10/07/2019,191
IVAN VALENTE,PSOL,SP,Eu vou pedir a V.Exa. que peça desculpas a ela por essa questão.,10/07/2019,191
Rodrigo Maia,DEM,RJ,"Não tem problema nenhum, Deputado. Eu acho que o ato estava errado. Talvez a citação minha também esteja errada. Como talvez carregar uma Constituição com ratos esteja errado, talvez eu ter citado o nome dela também esteja errado, Deputado.",10/07/2019,191
CORONEL TADEU,PSL,SP,"Parabéns, Deputado Rodrigo!",10/07/2019,191
Rodrigo Maia,DEM,RJ,"Vamos lá, que ainda não acabou, ainda temos muitos destaques. Tem a palavra o Deputado Wellington Roberto.",10/07/2019,191
WELLINGTON ROBERTO,PL,PB,"Sr. Presidente, como autor do destaque que defende a nossa querida classe dos professores, eu queria designar o nosso amigo e irmão Deputado Cherini, que fez esta defesa na Comissão Especial, para defender este nosso destaque aqui. Peço a todos os partidos que nos acompanhem nesta luta, já que não tivemos sucesso na Comissão Especial. Muito obrigado, Sr. Presidente.",10/07/2019,191
Rodrigo Maia,DEM,RJ,"Tem a palavra o Deputado Samuel Moreira, como Relator.",10/07/2019,191
WELLINGTON ROBERTO,PL,PB,"Não, vai falar o Deputado Cherini.",10/07/2019,191
Rodrigo Maia,DEM,RJ,"Ah, o Deputado Giovani Cherini vai falar em seu nome.",10/07/2019,191
GIOVANI CHERINI,PL,RS,"Sr. Presidente, Sras. e Srs. Parlamentares, quero, em primeiro lugar, dizer que vamos falar aqui sobre um tema que é muito caro para nós. Nosso Líder Wellington Roberto me deu este privilégio de falar aqui em nome do nosso Partido Liberal. Nós também lembramos Álvaro Valle, e eu especialmente me lembro de figuras importantes na minha vida, como Leonel Brizola. É muito difícil um Deputado aqui apertar o botão contra os professores. Nós precisamos criar um grupo de elite neste País: os educadores. Eu já dei aula, já fui professor, já andei pelo mundo, e acredito que, se nós valorizarmos os professores, nós vamos ter muitas Déboras. A Débora Garofalo, de São Paulo, dá aula de robótica usando lixo e foi premiada internacionalmente. Nós precisamos de muitas Déboras pelo Brasil afora. Precisamos de um ensino técnico profissionalizante que valorize o professor, que valorize a educação. Por isso, nós do Partido Liberal estamos defendendo que seja retirada do texto a questão dos professores, que isso continue como é hoje. E defendemos que os professores possam escolher essa profissão não por ser aquilo que sobra. Muitas vezes, eles vão fazer o curso de magistério porque não têm outra coisa para fazer. Aí, o grande lance é estudar em outras faculdades. Nós precisamos criar um mecanismo que possibilite que o professor seja a classe mais valorizada. Assim foi na Alemanha, assim foi no Japão, assim foi na Europa, assim foi nos Estados Unidos. O professor é uma elite pensante, é quem ensina aquilo que existe de mais avançado aos seus estudantes. Aqui no Brasil, infelizmente, muitos professores estão sem condições, sem salário e sem aposentadoria. Aqui neste plenário, eu duvido que um Deputado vá votar contra o professor. Estamos pedindo apoio para a nossa emenda, para que possamos retirar do texto da reforma da Previdência o nosso professor. Queremos reafirmar esse compromisso com a educação. Imaginem: se nós valorizarmos o professor, poderemos ter aula de robótica da quarta geração, por exemplo, na agricultura 4.0 poderemos ter um professor que se faça doutorado, pós-graduação. Do jeito que está hoje, infelizmente o professor no Brasil é relegado a segundo plano. Nós do PL queremos resgatar a dignidade do professor, queremos resgatar a autoestima do professor, queremos resgatar esta classe que foi esquecida pelo Brasil: o nosso professor. Pedimos aos Deputados que, como retiramos os trabalhadores rurais, como retiramos o BPC, retiremos do texto agora os professores. Essa é a única exceção que o nosso partido está fazendo: a valorização do professor. Duvido que alguém vá votar contra o professor aqui neste plenário. Obrigado, Sr. Presidente.",10/07/2019,191
Rodrigo Maia,DEM,RJ,"Concedo a palavra ao Deputado Samuel Moreira, o Relator. Falarão somente o autor da emenda, o autor do destaque e o Relator.",10/07/2019,191
SAMUEL MOREIRA,PSDB,SP,"Sr. Presidente, Srs. Deputados, Sras. Deputadas, primeiro, quero agradecer a confiança e a construção conjunta desse substitutivo. Também quero dizer da importância, neste momento, de darmos sequência a esse trabalho. Um país com contas deterioradas é um país que perde muito em produtividade, em competitividade, é um país com muitas dificuldades do ponto de vista fiscal. Nós precisamos olhar o conjunto da sociedade neste momento, devemos estar a serviço dela. Não podemos, neste momento, pensar apenas em nós mesmos. Às vezes, nós nos fechamos em nossas corporações e esquecemos até mesmo que os nossos filhos não pertencem às mesmas categorias em que trabalhamos ou até que alguém mais próximo está desempregado. Portanto, agora é hora de pensarmos que benefício sem orçamento é promessa vazia. Nós precisamos cuidar agora definitivamente dos orçamentos, para que não ocorra o que ocorreu no Rio de Janeiro, que não paga salários, que não paga proventos dos inativos para que não aconteça o que aconteceu em Minas Gerais, no Rio Grande do Sul, no Rio Grande do Norte e em tantos outros Estados, que acabam por se exceder em benefícios e depois ficam sem orçamento. A nossa caminhada ainda continua. Não é justo também colocarmos todas essas despesas nas costas dos Municípios e dos Estados, que sequer estão incluídos nesta reforma. Nós encaminhamos contra esse destaque porque, como disse o Presidente Rodrigo Maia, cada vez que olhamos os inativos, nós temos que olhar também os ativos, porque são eles que transmitem conhecimento. E é através de um salário melhor, de uma sala de aula com menos de 30 alunos, com uma carga horária reduzida, que faremos com que o professor Š aí, sim Š possa, na sala de aula, junto com o aluno, transmitir o conhecimento, para que o aluno aprenda mais, para que no futuro aumente a produtividade, aumente o PIB e melhore o nosso País. Temos que olhar o professor na ativa, que é inteligente, sabe fazer conta e sabe que a prioridade é o professor. Por isso, encaminho contra esse destaque, para que possamos seguir na luta em favor de uma Previdência forte para o Brasil.",10/07/2019,191
Rodrigo Maia,DEM,RJ,Orientação de bancada. Como o voto o Bloco do PP? (Pausa.) Como vota o PSL? (Intervenção fora do microfone.),10/07/2019,191
Rodrigo Maia,DEM,RJ,"Não tem. É o autor do requerimento, o autor do...",10/07/2019,191
PROFESSORA ROSA NEIDE,PT,MT,Eu quero orientar.,10/07/2019,191
Rodrigo Maia,DEM,RJ,O tempo da orientação é de 1 minuto. Pode orientar.,10/07/2019,191
PROFESSORA ROSA NEIDE,PT,MT,"Eu quero orientar da tribuna. Sr. Presidente, demais pares, nós dizemos sim à emenda apresentada pelo PL. Eu quero dizer a todos os Deputados e Deputadas: a economia com a retirada dos professores da reforma da Previdência é de 12 milhões em 10 anos. O que significa isso? Se retirarmos os professores e as professoras, 85% das professoras terão que se aposentar depois dos 57 anos de idade. Professoras não conseguem dar aula na educação infantil ou nos anos iniciais do ensino fundamental com mais de 55 anos de idade. Vamos resgatar a prioridade da educação. Se nós dizemos que educação é prioridade, vamos voltar para os nossos Estados, olhar nos olhos das nossas professoras e dizer que fizemos o correto: deixamos as professoras... (Desligamento automático do microfone.)",10/07/2019,191
REINHOLD STEPHANES JUNIOR,PSD,PR,"Presidente, gostaria de orientar pelo PSD.",10/07/2019,191
Rodrigo Maia,DEM,RJ,Como vota o PSD?,10/07/2019,191
REINHOLD STEPHANES JUNIOR,PSD,PR,O PSD vota não.,10/07/2019,191
Rodrigo Maia,DEM,RJ,Como vota o PSL? (Pausa.) Como vota o PDT? (Pausa.),10/07/2019,191
ALEXANDRE FROTA,PSL,SP,"O PSL vota não, Presidente.",10/07/2019,191
IDILVAN ALENCAR,PDT,CE,"Presidente, o PDT é um partido que tem origem trabalhista, fundamentado na educação tem Brizola, tem Darcy Ribeiro. Nós temos que honrar este Parlamento. Não podemos de forma alguma acabar com a aposentadoria diferenciada dos professores, porque é uma categoria diferenciada, que ganha pouco neste País e não tem privilégios. Nós estamos acabando com a carreira docente. Quem defende a educação tem que ser coerente, não pode votar contra os professores. Eu faço um apelo para todos os Deputados, pois essa pauta é suprapartidária. Deputados, sejam do PSL, sejam do Centrão, não interessa, vamos defender a educação e os professores deste País! Presidente, o PDT orienta sim.",10/07/2019,191
Rodrigo Maia,DEM,RJ,Como vota o PCdoB?,10/07/2019,191
ORLANDO SILVA,PCdoB,SP,"Presidente, esta votação é uma possibilidade de fazer uma redução de dano para uma categoria profissional superimportante para a vida nacional, que é a de educadores, professores e professoras que cuidam dos filhos dos brasileiros e das brasileiras, que cuidam do futuro do nosso País. Não dá para negar a diferença que existe em relação ao professor da educação infantil, ao professor do ensino fundamental, ao professor das escolas de ensino médio e ao professor das universidades. Por isso, o PL acerta quando propõe excluir os professores dessas regras da Previdência. Eu quero crer que o Brasil inteiro aposta na educação como futuro da Nação. Respeitar o professor, respeitar a dignidade do professor é a forma de garantirmos um futuro digno para a Nação. Por isso, quero pedir a todos os Líderes e Deputados que votem sim.",10/07/2019,191
Rodrigo Maia,DEM,RJ,Como vota o PRB?,10/07/2019,191
CAPITÃO ALBERTO NETO,PRB,AM,"Presidente, o PRB entende que todos precisarão contribuir com a nova Previdência. Nós vivemos um momento difícil, o País vive um declínio econômico. Esse declínio foi causado pela esquerda, que vem trazendo um rato nas Constituições e que saquearam o nosso País. Hoje nós tivemos uma vitória democrática, numa batalha, mas não estamos comemorando, porque estamos fazendo um sacrifício para recuperar a Nação. Eu comecei minha carreira como professor e sei das dificuldades enfrentadas. Sei também que muitas escolas particulares estão sendo fechadas. O desemprego bateu à porta do professor. Então, nós precisamos fazer uma reforma justa para todos, para que todos contribuam, para que o País volte a crescer, para que o professor seja valorizado. O PRB encaminha não.",10/07/2019,191
Rodrigo Maia,DEM,RJ,Como vota o PSDB?,10/07/2019,191
CÉLIO SILVEIRA,PSDB,GO,"O PSDB vota não, Sr. Presidente.",10/07/2019,191
Rodrigo Maia,DEM,RJ,Como vota o DEM? (Pausa.) Como vota o Solidariedade?,10/07/2019,191
FERNANDO RODOLFO,PL,PE,"O PL, Presidente.",10/07/2019,191
Rodrigo Maia,DEM,RJ,Como vota o PL?,10/07/2019,191
FERNANDO RODOLFO,PL,PE,"Sr. Presidente, o Partido Liberal entende o valor do professor. Nós precisamos lutar até o último minuto neste plenário para aprovar esse destaque, tirando os professores da reforma da Previdência, mantendo as regras atuais. Os professores são os verdadeiros guerreiros deste País, responsáveis pela educação e pela redenção do Brasil. Não há que se falar em valorização da educação, senão priorizando o professor. Por isso, nós defendemos esse destaque que mantém as regras atuais da Previdência para os professores. Entendemos que os professores não podem ser alcançados por essa reforma, apesar de acharmos que ela é necessária para o País. Portanto, o PL encaminha sim.",10/07/2019,191
Rodrigo Maia,DEM,RJ,Como vota o Solidariedade? (Pausa.) Como vota o Podemos?,10/07/2019,191
RENATA ABREU,PODE,SP,"Sr. Presidente, o Podemos apoia integralmente a reforma da Previdência. No entanto, uma das nossas bandeiras são os professores. Inclusive, a aposentadoria especial dos professores foi uma emenda do nosso Senador Alvaro Dias, no Senado. Esse destaque é extremamente importante para o futuro da nossa Nação. Hoje, só 2,7% dos jovens querem ser professores. Infelizmente, a remuneração devida àqueles que formam a Nação brasileira não é compatível com a importância dos professores. A reforma da Previdência pode, sim, ser uma forma de estímulo a essa categoria que merece a nossa prioridade nacional. Por isso, o Podemos orienta sim ao destaque.",10/07/2019,191
LUCAS VERGILIO,SOLIDARIEDADE,GO,"O Solidariedade vota não, Sr. Presidente.",10/07/2019,191
Rodrigo Maia,DEM,RJ,Como vota o PSOL?,10/07/2019,191
TALÍRIA PETRONE,PSOL,RJ,"Sr. Presidente, eu estou indignada e tenho certeza de que essa é uma indignação dos professores e professoras brasileiros. Eu estou Deputada, mas sou professora há mais de 10 anos. Fui professora de escola pública, dando aula na favela da Maré, e sei bem o que é estar no chão da escola, acordar às 6 horas da manhã, dar aula manhã, tarde e noite, vivenciar as condições precárias de trabalho, vivenciar um aluno chegar à sala de aula com fome, vivenciar uma escola fechar porque ocorre operação policial. Há aqueles que dizem aqui que defendem o Brasil e os professores, aqueles que chamam os professores de guerreiros, mas são antiprofessores e antipovo. Este Governo acha que vai salvar a Nação com arma e com ampliação do Estado penal. Eu tenho certeza que a educação muda pessoas. Pessoas transformam o mundo, já dizia Paulo Freire. É óbvio que o voto é sim, ao lado dos professores!",10/07/2019,191
Rodrigo Maia,DEM,RJ,Como vota o PMN?,10/07/2019,191
EDUARDO BRAIDE,PMN,MA,"Sr. Presidente, este Plenário tem a chance agora de manter as atuais regras para os professores em relação a esta reforma da Previdência. Nós temos a responsabilidade de fazer com que os professores sejam reconhecidos, não só nos discursos, não só nas homenagens. É hora de eles serem reconhecidos por meio do voto em relação a esse destaque. Por isso, faço um apelo para todos, independentemente de partido, a fim de que venham ao plenário nesta votação da Câmara dos Deputados para que nós possamos aprovar este destaque. Essa é uma justiça que fazemos não só aos professores mas também à educação do nosso Brasil, à educação dos nossos Estados e Municípios. Do contrário, não poderemos sair deste plenário e lá fora dizer que defendemos a educação, que defendemos aqueles que podem realmente ajudar a melhorar o nosso Brasil, que são os professores e professoras, Sr. Presidente.",10/07/2019,191
Rodrigo Maia,DEM,RJ,Como vota o PPS? (Pausa.),10/07/2019,191
DANIEL COELHO,CIDADANIA,PE,O Cidadania libera a bancada.,10/07/2019,191
Rodrigo Maia,DEM,RJ,O Cidadania libera a bancada. Como vota o PROS?,10/07/2019,191
TONINHO WANDSCHEER,PROS,PR,Nós não podemos descaracterizar aquilo que acabamos de votar. O PROS vota não.,10/07/2019,191
ARTHUR OLIVEIRA MAIA,DEM,BA,"O DEM vota não, Sr. Presidente.",10/07/2019,191
Rodrigo Maia,DEM,RJ,O PROS vota não. Como vota o PV?,10/07/2019,191
PROFESSOR ISRAEL BATISTA,PV,DF,"Sr. Presidente, o PV entende que esse destaque é para fazer justiça aos professores. Nós entendemos que a aposentadoria diferenciada para os professores do Brasil foi estabelecida justamente porque as condições da carreira do magistério no Brasil eram muito ruins. O problema é que essas condições ruins persistem. No ano passado, a Varkey Foundation admitiu que o Brasil é o país com o maior índice de desprestígio ao professor do mundo. O Brasil é o campeão mundial de violência escolar. Isso não pode ser desconsiderado. Então, esse destaque faz justiça aos professores. Nós somos favoráveis ao destaque, porque, sem um plano de carreira para os professores, não podemos falar em reforma.",10/07/2019,191
Rodrigo Maia,DEM,RJ,Como vota a Minoria?,10/07/2019,191
JANDIRA FEGHALI,PCdoB,RJ,"Sr. Presidente, estamos na terra de Paulo Freire e de Anísio Teixeira. A educação não pode ser o território inimigo para este Governo nem para este Parlamento. O Congresso da UNE foi aberto aqui em Brasília hoje sob o lema Mais livros e menos armas. Os professores não podem ser os inimigos deste País, muito menos com tantas jornadas, principalmente na educação infantil, em que a idade não pode ser elevada. Neste momento, o que se tenta é manter a atual forma de aposentadoria dos professores. Eles não podem ser valorizados tendo os seus direitos retirados. Não adianta dizer que melhorou no texto, porque baixou de 60 para 57 anos, quando, na verdade, nós estamos aumentando em 7 anos a possibilidade da idade mínima da aposentadoria dos professores. Então, o que nós precisamos é preservar direitos de profissionais que fazem valer a principal política prioritária e estratégia do Brasil. A Minoria encaminha o voto sim.",10/07/2019,191
Rodrigo Maia,DEM,RJ,Como vota o NOVO?,10/07/2019,191
MARCEL VAN HATTEM,NOVO,RS,"Sr. Presidente, este Plenário acabou de dar uma vitória linda, maravilhosa e acachapante para o Brasil. Foram 379 favoráveis entre os 510 Sras. e Srs. Deputados. Isso representa 3 entre 4 Parlamentares. Setenta e cinco por cento dos membros desta Casa votaram por uma nova Previdência. Estamos saudando esse resultado. A partir de agora, Deputado Tito, é nosso desafio manter o texto do Relator Samuel Moreira, conforme veio da Comissão Especial. É nosso grande desafio, portanto, orientar contrariamente a todos os destaques, porque tudo que já foi feito na Comissão Especial não pode ser colocado agora ladeira abaixo, jogado fora. Nós, do Partido Novo, estamos orientando contrariamente a essa emenda. Vamos manter a integridade do texto original. Obrigado.",10/07/2019,191
MARCELO NILO,PSB,BA,"Sr. Presidente, peço a palavra pelo PSB.",10/07/2019,191
Rodrigo Maia,DEM,RJ,"Tem V.Exa. a palavra, pelo PSB.",10/07/2019,191
MARCELO NILO,PSB,BA,"A profissão mais bonita que existe, sem dúvida nenhuma, é a do professor. O mais humilde cidadão e o mais graduado passaram pela mão de um professor, principalmente o primário. O PSB, pelo respeito e admiração que nós temos pelo professor, decide pelo voto sim, Sr. Presidente.",10/07/2019,191
CORONEL CHRISÓSTOMO,PSL,RO,"Quero orientar pelo Governo, Presidente.",10/07/2019,191
Rodrigo Maia,DEM,RJ,Como vota o PSC?,10/07/2019,191
PAULO EDUARDO MARTINS,PSC,PR,"Presidente, nós não podemos admitir que os professores sejam usados para, na verdade, desfigurar a reforma. Então, o PSC vai encaminhar o voto não ao destaque.",10/07/2019,191
CORONEL CHRISÓSTOMO,PSL,RO,O Governo.,10/07/2019,191
Rodrigo Maia,DEM,RJ,Como vota o Governo?,10/07/2019,191
CORONEL CHRISÓSTOMO,PSL,RO,"O Governo, Sr. Presidente, vota não. Agora, eu não posso perder a oportunidade, Deputado Major Vitor Hugo, grande guerreiro, de também dizer aqui que o nosso Presidente Rodrigo Maia é o cara, foi um guerreiro também. E o nosso Presidente Bolsonaro é verdadeiramente o cara. É uma felicidade falar para o meu povo de Rondônia que fiquei honrado em votar sim. Obrigado. Agradeço a todos aqueles que fizeram o nosso povo sorrir. O nosso povo está alegre, o nosso povo está contente. Era tudo que ele queria, Srs. Deputados, Deputado Frota. Eu votei sim.",10/07/2019,191
ALICE PORTUGAL,PCdoB,BA,"Presidente, V.Exa. me daria 1 minuto?",10/07/2019,191
