autor,partido,uf,discurso,data
MARCELO RAMOS,PL,AM,"Obrigado, Deputado Luis Miranda. Tem a palavra a Deputada Luiza Erundina.",12/07/2019
LUIZA ERUNDINA,PSOL,SP,"Começo saudando V.Exa., o Relator, os colegas. Presidente, lamentavelmente eu não me reconheço no relatório final desse trabalho, embora tenha participado intensamente na sua construção, porque estou pensando nos trabalhadores do campo e da cidade, nas mulheres, nos pensionistas, nos aposentados, nos idosos, nos com deficiência, enfim, naqueles todos que vão pagar o preço por esta reforma, que não é nova, simplesmente reatualiza a precariedade de vida da imensa maioria desse povo sofrido do nosso País. Eu não vejo esse processo que vivemos e que produziu esse resultado como um fato isolado em si mesmo. Eu o reconheço, eu o tento compreender como parte de um processo que começou lá no ano de 2016 e que chegou aos dias de hoje marcado por uma crise profunda e multifacetada que não acabou ainda e que só se agrava dia após dia. Eu tenho a preocupação de que essa medida que estamos a impor à sociedade vai ser mais um fator de penalização dessa população excluída e vulnerável. Quando eu falo em 2016, refiro-me ao ano do  impeachment  da Presidente, do golpe parlamentar que foi dado, Sr. Presidente. Depois disso, vem um governo ilegítimo, impopular e que produziu medidas drásticas, draconianas contra o nosso povo: a reforma trabalhista, a terceirização ilimitada, a PEC do Teto de Gastos. Essas medidas foram adotadas ou foram encaminhadas por um governo rejeitado por quase 100% da população brasileira e só se viabilizaram pelas mãos do Poder Legislativo. Foi a Câmara Federal que deu as condições e assumiu para si a responsabilidade de concretizar essas decisões de um governo impopular, ilegítimo e sem qualquer confiança por parte da sociedade. Isso implica em quê? Em responsabilidade para o Poder Legislativo. Por que será que o Poder Legislativo é a instituição política mais rejeitada pela sociedade, mais impopular? Será que não é exatamente por trazer para si a responsabilidade, o empenho pela concretização de medidas como, por exemplo, essa reforma da Previdência? Não foi o Governo que bancou essa Previdência. Pensando apenas na área econômica, foi mais o Ministro Paulo Guedes que fez gestões no início, mas depois as abandonou, porque ele era absolutamente rigoroso naquilo que ele pretendia que se aprovasse, uma vez que tinha que prestar contas ao mercado financeiro, aos seus patrões dentro e fora do País. O processo todo terminou sendo protagonizado pela Câmara dos Deputados, pelo Presidente da Câmara. Se isso tem bônus, também tem ônus. Há o bônus de realmente se ter afirmado um papel importante do Legislativo, do ponto de vista de quem imagina que o produto desse processo é algo a ser celebrado, por conta de a matéria ter passado quase que exclusivamente pelas mãos do Poder Legislativo, no caso, a Câmara Š depois ela virá a passar pelo Senado. Mas há o ônus de o Parlamento responder diante da sociedade por um uma reforma que vai custar um preço muito alto, um sofrimento, no presente e no futuro, de futuras gerações e da geração presente. Então, isso é um custo a mais para o Poder Legislativo, já tão desgastado e tão desprestigiado na opinião da sociedade. Portanto, eu não me reconheço nesse relatório. Não obstante todo o empenho e a contribuição competente e inteligente por parte Š não estou me incluindo nisso Š da Oposição, lamentavelmente nós vamos levar para a sociedade algo muito ruim. Eu quero voltar para a sociedade não para me justificar, muito menos para justificar o produto desse processo, muito pelo contrário, para ajudar esse povo a sobreviver e a reagir às consequências, aos efeitos funestos dessa medida na vida da população. Presidente, Relator, desculpem-me alguns excessos, porque a minha experiência de vida não me permite ser muito, eu diria, mansa. E quando eu percebo que as pessoas de hoje, que são também as da minha origem, estão vivendo situações como essas, eu me identifico muito com elas e aí o controle sobre minhas emoções fica muito difícil de ser mantido. Obrigada.  (Palmas.) Reunião de: 12/07/2019",12/07/2019
MARCELO RAMOS,PL,AM,"Obrigado, Deputada Erundina. Todos nós respeitamos muito V.Exa., respeitamos a sua história. Receba o meu carinho, meu pedido de desculpas por algum excesso em algum momento. A minha obrigação de controlar os trabalhos, às vezes, obriga-me a certas indisposições, mas tenha a certeza da minha admiração, do meu carinho, do meu apreço pela história de V.Exa. Tenha certeza disso. E eu tenho certeza de que é um sentimento de todos. Tem a palavra a Deputada Joice Hasselmann.  (Pausa.) Tem a palavra o Deputado Diego Garcia.",12/07/2019
DIEGO GARCIA,PODE,PR,"Presidente, eu abro mão da fala.  (Palmas.)",12/07/2019
MARCELO RAMOS,PL,AM,Tem a palavra a Deputada Alice Portugal. (Intervenções fora do microfone.),12/07/2019
ALICE PORTUGAL,B,BA,"De tudo isso eu posso concluir que, de fato, eu fiquei muito popular. (Risos.)  Sr. Presidente, meu tempo, por favor.",12/07/2019
MARCELO RAMOS,PL,AM,"Por favor, voltem o tempo da Deputada Alice.",12/07/2019
ALICE PORTUGAL,B,BA,"Obrigada. Não obstante todas as divergências e convicções, que também construí no curso da minha vida, acredito que possamos desenvolver uma relação amistosa, uma relação de debates, que, eu espero, se desenvolva, porque afinal de contas nós estamos tratando da vida do povo brasileiro. A natureza do relatório, na minha concepção, Deputado Samuel, foi debatido no plenário da Casa, na verdade, de forma intensa e viva. E é até injusto dizer que, neste caso, o Parlamento não se empenhou. Nós todos estudamos, nós todos nos posicionamos para melhorar o relatório. Sei também do esforço de V.Exa. aqui na Comissão, que já levou a algumas deduções que foram trabalhadas de maneira coletiva pelo centro político, a esquerda brasileira e, evidentemente, por alguns próceres do atual Governo que também conheciam e reconheciam iniquidades. Aqui, retiramos o BPC, parte de trabalhadores rurais e inclusive uma absorção da não comercialização dos dados dos assegurados do INSS. No entanto, a redução de danos, na minha compreensão, que já foi aqui sedimentada pelos que me antecederam, ainda é muito pequena. É muito pequena para professores, porque só se trata de uma transição; é muito ruim a questão das viúvas e dos órfãos Š esse é um pecado que nós precisamos corrigir no segundo turno. E nós não podemos admitir manobras impeditivas para que, no segundo turno, possamos corrigir falhas reconhecidas e que serão alertadas aos senhores durante o recesso parlamentar. Eu espero que daqui não saiam para o exterior. Visitem suas bases, Deputados. Ouçam as suas bases e percebam como cada um e cada uma reagirá a este relatório que hoje seguirá aprovado. A agressão à Constituição Federal é dramática: 87 remessas a leis ordinárias. Isso significa, senhores, cheque em branco, porque essas leis ordinárias não serão originalmente redigidas pelo Parlamento. Por que essa foi a primeira reforma? Isso é muito importante de se refletir neste momento. Nós da Oposição, que estivemos unidos Š e quero saudar a todos Š, sabemos que o mercado exigiu a reforma. Esta é uma fatia gorda da economia. A ordem econômica exige o descarte dos direitos sociais, e isso é no mundo inteiro, porque o centro da economia mundial assim exige. O capital financeiro, Srs. Deputados, é profundamente antidemocrático, profundamente antidemocrático. E quem duvida que se pergunte: o que acontece quando a necessidade de lucros é impositiva para a realização de reformas que roubam aposentadorias e outros direitos básicos e é colocada sem disfarces sob o escrutínio popular? É uma exigência brutal do capital financeiro. E assim, senhores, o Estado se esvai. Servidores públicos com carreiras que foram construídas com luta são transformados em páreas da sociedade, em elementos descartáveis. E nós conhecemos que a superestrutura existe para fazer funcionar o Estado e o  establishment, que exige, inclusive, muitas vezes condutas que são irrequietas e atrevidas para com o regramento legal. Servidores não deveriam se submeter a isso. Estão nos submetendo a essa regra que fará com que nenhum jovem queira mais servir ao Estado brasileiro e se terceirize tudo. É isso que se está planejando. Hoje mesmo os reitores receberam uma carta do Ministro da Educação cuja mensagem era a de que, na próxima semana, estarão sendo comunicados sobre a reforma administrativa que será implementada pelo atual Governo, quebrando a autonomia das universidades, abrindo a possibilidade de cobrança das universidades. E esta é demagogia que mata as democracias, mata as democracias com a ascensão do encorajamento à violência, da propensão a restringir liberdades. É a negação da legitimidade dos oponentes. Reunião de: 12/07/2019 Por isso nós diremos não aqui, abraçando toda a Oposição pela unidade, esperando que os servidores façam uma grande greve e que os eleitores da base exijam que V.Exas. votem diferente no segundo turno, e o Senado mude a natureza da reforma. Não à reforma da Previdência!",12/07/2019
MARCELO RAMOS,PL,AM,"Obrigado, Deputada Alice. Tem a palavra Deputada Greyce Elias.  (Pausa.) Tem a palavra o Deputado Evair Vieira de Melo.",12/07/2019
EVAIR VIEIRA DE MELO,PP,ES,"Presidente, só quero ser muito objetivo. Nós estamos fazendo uma reforma da Previdência justamente para emancipar os brasileiros. Um país de miseráveis não nos interessa. Um país de gente que trabalha e não tem renda digna no seu dia a dia porque quem emprega não tem condição de remunerar bem não nos interessa. Isso interessa a outras categorias. E quero reafirmar a posição Š não vou estender o debate, quero fazê-lo em outra instância, lá na reforma tributária Š para poder dizer que a chamada Oposição mentiu o tempo todo sobre os números, o que conseguimos vencer nesta Comissão, sobre a não sobretaxa de produtos agrícolas para exportação. Mentiram o tempo todo. Não conhecem a realidade. Nunca tiraram nota fiscal. Não sabem o que é guiar um leito. Não sabem o que é guiar um frango. Não sabem o que é carregar um caminhão de mamão. Portanto, mentiram e não sabem. Quando se pega uma cooperativa, por exemplo, a maior cooperativa brasileira Š há cooperativas enormes Š, quando se pega a COAMO, uma empresa que fatura 14 bilhões de reais, esquece-se, Sr. Presidente, de que há 30 mil cooperados integrados a ela. A Aurora fatura 9,7 bilhões. Aí é fácil dizer:  Ah, a cooperativa faturou bilhões.  São 75 mil cooperados. Na C.Vale, são 29 mil cooperados. Na Lar, são 19 mil cooperados. Na COCAMAR, são 14 mil cooperados. Então, a cooperativa é grande, exporta muito e fatura muito, mas isso é distribuído para as pessoas. É uma mentira, portanto, falar que essa desoneração vai ficar na empresa. O que eles querem é que fique na conta do Governo. Em vez de ficar na conta do Governo, fica na conta das pessoas. Vamos tratar disso, sim, lá na reforma tributária e fazer uma reforma digna e justa. Portanto, eu quero reafirmar aqui que mentiram o tempo todo sobre a questão do agronegócio. Vamos lá, porque um País de miseráveis não nos interessa. Sim à nova Previdência, pela emancipação desses brasileiros que ficaram no cabresto de gerações políticas. E nós vamos libertar esse povo. Abraço.",12/07/2019
MARCELO RAMOS,PL,AM,"Obrigado, Deputado Evair Vieira de Melo. Tem a palavra a Deputada Lídice da Mata.",12/07/2019
LÍDICE DA MATA,PSB,BA,"Sr. Presidente, Sras. e Srs. Deputados, quero parabenizar todos pelo trabalho, pelo esforço do trabalho deste Congresso nesse período de debates da reforma da Previdência, apesar do pouco esforço do Presidente da República com esta reforma proposta pelo seu próprio Governo. Quero saudar V.Exa., Relator, que fez um esforço grande de ouvir a todos, de transformar o relatório em algo melhor do que aquela proposta extremamente violenta contra o povo brasileiro, que se iniciava, que tinha como principal peça a capitalização. V.Exa. fez esse esforço, embora tenha dito que até concordasse, em parte, com essa ideia. V.Exa., contudo, fez o esforço de compreender que a maioria desta Casa não aprovaria uma medida tão drástica para atingir os trabalhadores brasileiros. Quero saudar a todos que fizeram o esforço de dar protagonismo ao Congresso brasileiro, enquanto o Governo convocava seus apoiadores para se manifestarem pedindo o fechamento do Congresso Nacional e tentando, aí sim, diferentemente do que foi dito aqui, intimidar os Deputados deste Congresso Nacional, desta Câmara dos Deputados, com a ameaça de fechamento e com a desmoralização da sua imagem na opinião pública. Não conseguiram e, por isso, foram derrotados. Foram derrotados politicamente, na tentativa de dizer que os Deputados que estavam contra a reforma protegiam os seus privilégios. E nós conseguimos sair vitoriosos. Saímos vitoriosos não com um projeto de reforma, mas com a revelação dos principais defeitos e efeitos desta reforma nefasta para a população brasileira. É verdade que acabou a capitalização. No entanto, perpassa por todo o texto a abertura dos regimes próprios, para serem geridos por financeiras, por seguradoras, por bancos privados, que é o posicionamento de muitos que estão aqui, mas, seguramente, não é o de todos. Também, quando nós nos referimos ao BPC, foi incorporada uma regra na Constituição Reunião de: 12/07/2019 que não é a mais correta, a mais adequada e tem o objetivo de fugir da judicialização Š mas, ao fazê-lo, dificultará o acesso. Com a nova base de cálculo, a aposentadoria do trabalhador diminuirá, de saída, pelo menos 15%. Nós não podemos concluir que esta é uma reforma positiva, mesmo que tenhamos a certeza de que é necessário fazer correções. Nunca houve uma proposta de reforma da Previdência no Brasil que atingisse tão profundamente o Regime Geral de Previdência Social. E nós não podemos achar que isso é bom. Não podemos achar que isso é bom, inclusive quando temos um Governo que acaba de acabar, digamos assim, com toda a política de acolhimento e de cuidado com o idoso em nosso País. Nós estamos caminhando para um empobrecimento maior e mais rápido da população idosa. O Presidente da República agora vetou a regulamentação da profissão de cuidador de idoso e também, para completar a sua meta destrutiva, o cadastro único, o Cadastro Nacional de Idosos. De um lado há uma política de Previdência Social que aperta o parafuso contra o povo mais pobre, ao mesmo tempo em que o Estado não lhe apresenta uma política nacional que possa criar uma cobertura que todos os países desenvolvidos do mundo são capazes de fazer e fazem. Portanto, Sr. Presidente, o nosso não a esta reforma permanece, mesmo que tenhamos o reconhecimento de que conseguimos diminuir os efeitos negativos de algumas questões, inclusive no plenário, apenas nas regras de transição. Mas, ainda assim, nas regras de transição, conseguimos diminuir os efeitos negativos. O nosso não permanece.  (Palmas.)",12/07/2019
MARCELO RAMOS,PL,AM,"Obrigado, Deputada Lídice da Mata. Tem a palavra o Deputado Bira do Pindaré, pelo tempo de 5 minutos, e, depois, o último inscrito, o Deputado Paulo Ramos.",12/07/2019
BIRA DO PINDARÉ,PSB,MA,"Sr. Presidente, quero só complementar a fala. Nós ouvimos aqui o tempo todo que este projeto é para combater privilégios e, quando a base do Governo se esforça em identificá-los, vemos que restou quase nada. É muito superficial aquilo que eles apontam como privilégios. Digam-me quais foram os privilégios que esta reforma eliminou? Enumerem, para ver se conseguem chegar a cinco dedos da mão. Não encontram, não acham, é mínimo o que se conseguiu atacar como privilégio propriamente dito. Na verdade, a reforma fez a maior perversidade que a classe trabalhadora já sofreu na história deste País. É a maior perversidade! Nunca se violou o direito da classe trabalhadora com tanta força, com tanta intensidade quanto agora. Isso vai ficar marcado para a história. Não pensem que alguém vai esquecer, não vai esquecer. Vai lembrar toda vez que passar na porta do INSS ou tentar acessar o sistema ou tentar ver como pode acessar o benefício. Vai-se lembrar daquilo que está acontecendo neste momento. Quero aqui também reconhecer o esforço da Oposição, o trabalho gigantesco da Oposição, que conseguiu atenuar alguns aspectos, apenas alguns, por exemplo, a transição que, nesta proposta que foi aprovada, é mais perversa do que a proposta do Governo Temer. É bom lembrar que, na proposta do Temer, quem tinha mais de 50 anos de idade já estava fora dela, e neste projeto não. Só ficou de fora quem está a 2 anos da aposentadoria. A mulher, 45 anos. Vejam o tanto que se agravou em relação à proposta do Governo anterior. E o Presidente Bolsonaro dizia que era um projeto criminoso, desumano, e se elegeu com esse discurso, andando por vários cantos do Brasil. Então, a Oposição conseguiu atenuar na transição, em relação aos professores, em relação aos policiais. E não é um esforço apenas da Oposição, temos que reconhecer que foi um esforço geral. E o tempo de contribuição, num destaque do PSB, conseguimos reduzir, na transição, de 20 para 15 anos. São feitos importantes que mostram que o debate é fundamental. Por exemplo, houve a derrota da capitalização. O Sr. Paulo Guedes vai morrer com esse desgosto de não ter conseguido ser capaz de convencer este Parlamento a aprovar a capitalização. Não adianta me olhar com cara feia, porque nós estamos prontos para prosseguir este debate com a mesma qualidade e com a mesma intensidade com que nós fizemos durante todos os momentos em que aqui este projeto já tramitou. Por fim, Sr. Presidente, quero dizer a V.Exas. que nós estamos preparados para o debate do segundo turno e para o debate no Senado. Não pensem que o Senado não vai também debater o assunto. Sobretudo nós estamos preparados para voltar para os nossos Estados de origem. Eu sou do Maranhão, um Estado rural, e aqui se falou tanto dos rurais. De fato, nós conseguimos atenuar os problemas dos rurais, mas não foi plenamente resolvido. É bom lembrar que a reforma da Previdência, para os rurais, começou mais cedo, com a Medida Provisória nº 871, que atacou violentamente o acesso dos trabalhadores rurais à Previdência pública, quando inclusive atacam os sindicatos, que dão assistência aos trabalhadores rurais. Só quem não conhece a realidade do Brasil pode comemorar e votar a favor de projetos desta natureza. Eu, que sou do Maranhão, sei o que significa isso. Portanto, nós estamos aqui para prosseguir a nossa luta. Temos certeza de que cumprimos o nosso trabalho. Reunião de: 12/07/2019 Parabéns à Oposição, ao Líder Alessandro Molon. Parabéns à Minoria, à Líder Jandira Feghali, a todos os partidos de Oposição. Jogamos certo, jogamos bem, fizemos um bom combate, colhemos alguns resultados, mas temos que ir além e iremos com vitória, se Deus quiser. Muito obrigado, Presidente.  (Palmas.)",12/07/2019
MARCELO RAMOS,PL,AM,"Obrigado, Deputado Bira. Tem a palavra o último inscrito, Deputado Paulo Ramos.",12/07/2019
PAULO RAMOS,PDT,RJ,"Sr. Presidente, ontem, no plenário, quando foi confirmada a notícia de que o Presidente da República analisava a possibilidade de nomear seu filho Embaixador do Brasil nos Estados Unidos, conversando com o Deputado Gustavo Fruet, nós nos lembramos de algumas loucuras na história da humanidade. E lembramos que Calígula, no Império Romano, também nomeou o seu cavalo Incitatus Senador. Sr. Presidente, também ontem, no plenário, levei os jornais do dia anterior, quando a FIESP e a CIESP, com mais 170 entidades representativas da indústria, do comércio e dos serviços, inclusive dos bancos, manifestavam o apoio à reforma da Previdência. A reforma da Previdência vem desses setores. Os jornais também estavam dizendo, lamentavelmente, que o Governo, com o apoio da maioria nesta Comissão, apoiava o agronegócio, os ruralistas e o agronegócio exportador. Poderia beneficiar, mas neste momento chegou a ser um acinte, uma agressão, 84 bilhões! Mas dizia também que beneficiou as igrejas evangélicas. É uma desmoralização para a bancada evangélica, porque aqui dizem que estão votando, de acordo com a consciência, para salvar o Brasil. Sr. Presidente, há algo mais lamentável ainda: a liberação das emendas parlamentares. Para quê? Para moldar, para comprar as consciências? Qual o objetivo de tudo estar acontecendo, desse imoral troca-troca negado pelo próprio Presidente da República, que se dizia a Rainha da Inglaterra? Dizia que tudo era no Posto Ipiranga, com razão. Esta mensagem é do Ministro Paulo Guedes, contra a qual nós nos colocamos. Sr. Presidente, há algo muito grave. O rolo compressor que está acontecendo hoje aqui Š eu me recuso até a acreditar Š teria acontecido para que esta reforma fosse concluída na Câmara dos Deputados, para que, antes do recesso, fosse encaminhada ao Senado. Sabe a razão, Sr. Presidente, que eu me recuso a acreditar? Era o comentário no plenário desta Casa hoje, aliás, até na voz de alguns Parlamentares da base do Governo. E o Governo divulgou que liberou as emendas parlamentares, que estava pagando, comprando a consciência da base do Governo ou de parcela da base que apoia o Governo. Disse que publicou no  Diário Oficial , mas não liberou. E aí, ao não liberar, a resistência fez com que não concluíssemos com rolo compressor, antes do recesso, a votação dessa excrecência, mesmo com alguns aspectos que foram superados com as votações e com a luta da Oposição. Tenho que dizer isto: a luta da Oposição! Isso é lamentável, Deputada Luiza Erundina. V.Exa. foi muito fiel, muito concreta, muito clara quando disse que quem fica desmoralizado é o Poder Legislativo, porque vai coonestando esse tipo de iniciativa que contraria os interesses maiores dos menos favorecidos. Quando os policiais chamaram o Presidente da República de traidor, eles o chamaram de traidor, porque eles apoiaram o Presidente não esperando benefícios, porque a vinculação da área de segurança, dos profissionais da segurança com o Bolsonaro, Jair Bolsonaro, é uma aliança ideológica, porque eles também são induzidos pela política da repressão, a polícia violenta, e esquecem que eles próprios adoecem e também morrem. Mas eles pelo menos não esperavam perder, como todo o povo brasileiro. Portanto, Sr. Presidente, esta Casa sai um pouco mais desmoralizada quando ficar confirmado Š se é que vai ficar, espero até que não fique Š que essa reforma não foi concluída na Câmara porque o Governo enganou a sua base e não pagou devidamente as emendas parlamentares como se comprometeu. Votamos não, Sr. Presidente! Vamos continuar resistindo!",12/07/2019
MARCELO RAMOS,PL,AM,"Obrigado, Deputado Paulo Ramos. O Deputado Paulo Ramos foi o último inscrito. Eu só quero fazer um registro, até porque a ideia de rolo compressor é uma ideia de alguma atitude fora do Regimento por parte desta Presidência. O meu sonho, durante todos os meus mandatos parlamentares anteriores, que foram de Oposição, era sobreviver sob um rolo compressor que garante a fala a todos, tanto no processo de debate como no processo de votação. Então, eu sinceramente me sinto incomodado. É um direito do Deputado Paulo Ramos, mas eu não recebo a ideia. Nos trabalhos aqui, acertando ou errando em determinados momentos, o que é absolutamente natural, até porque eu sou um Deputado novo, de primeiro mandato, em momento nenhum fui autoritário ou tentei me afastar das regras regimentais. O que nós fizemos aqui de acordo foi quando efetivamente houve acordo e, quando não houve acordo, eu segui o que estabelece o Regimento da Casa. Não havendo mais inscritos, declaro encerrada a discussão. Passa-se à votação. Reunião de: 12/07/2019 Havia uma ponderação com o Deputado Henrique Fontana e o Deputado Aliel Machado e a reivindicação da Deputada Alice Portugal.",12/07/2019
ALICE PORTUGAL,B,BA,"Se havia acerto, eu não sabia.",12/07/2019
MARCELO RAMOS,PL,AM,"Não, não, não é acerto, não. Eu ponderei com eles, mas efetivamente não havia falado com V.Exa. Eu ia fazer uma sugestão de só fazermos orientação de bancada, mas se V.Exa. entende que... Então, eu ia orientar que nós... (Intervenções fora do microfone.)",12/07/2019
MARCELO RAMOS,PL,AM,"Não, não. A Deputada Alice Portugal está fazendo a resistência democrática, legítima.",12/07/2019
ALICE PORTUGAL,B,BA,Está tão intenso que eu peço a minha... (Intervenções fora do microfone.),12/07/2019
MARCELO RAMOS,PL,AM,"V.Exa. vai falar, Deputada Aline? (Intervenção fora do microfone.)",12/07/2019
MARCELO RAMOS,PL,AM,Todo mundo está quietinho.  (Risos.) Vamos fazer só a orientação de bancada. Nós temos à mesa o requerimento em que boa parte dos partidos já fizeram a orientação do seu voto pela Maioria. Eu inicio a orientação de bancada. Como vota o PT?,12/07/2019
HENRIQUE FONTANA,PT,RS,"O PT, Presidente, vota não. O PT vai trabalhar muito até a votação do segundo turno para alterar diversas coisas, dentre elas, o cálculo do valor das aposentadorias. E, também no Senado Federal, nós vamos disputar muito, porque nós achamos que essa não é a receita para o País crescer, não é a receita para gerar justiça social. Essa reforma é uma reforma injusta e que vai aprofundar a desigualdade no País. Infelizmente, do ponto de vista estratégico, do nosso ponto de vista, Sr. Presidente, o País caminha para um sistema que vai excluir milhões de pessoas da aposentadoria, vai precarizar barbaramente o valor das aposentadorias e, portanto, vai gerar pobreza na velhice. Isso é muito ruim estrategicamente para o País. O nosso voto é não.",12/07/2019
MARCELO RAMOS,PL,AM,Como vota o PSB? (Intervenção fora do microfone.),12/07/2019
MARCELO RAMOS,PL,AM,"Tem 1 minuto. É regimental. Com vota o PSB? (Não identificado)  - O PSD, sim.",12/07/2019
MARCELO RAMOS,PL,AM,"PSB! É PSB, com B de bola.",12/07/2019
LÍDICE DA MATA,PSB,BA,"Sr. Presidente, como já foi expresso pelos oradores do PSB que aqui falaram, o partido não pode concordar com uma reforma que aprofunda a desigualdade social no Brasil e que caminha para um empobrecimento maior ainda da população idosa do nosso País. O PSB não pode encaminhar de outra maneira que não seja dizendo não a essa reforma, porque compreende que o projeto de desenvolvimento que estão querendo discutir através dessa reforma não alcançará êxito, porque não se pode alcançar êxito com uma sociedade cada vez mais desigual e cada vez mais elitizada. PSB vota não a essa reforma cruel!",12/07/2019
MARCELO RAMOS,PL,AM,Como vota o PDT?,12/07/2019
PAULO RAMOS,PDT,RJ,"Sr. Presidente, mesmo reservando o direito do recurso e também do recurso ao Judiciário, considerando que essa reforma prejudica completamente os assalariados, o operariado e o conjunto maior dos servidores públicos, o PDT obviamente vota não.",12/07/2019
MARCELO RAMOS,PL,AM,"Obrigado, Deputado Paulo Ramos. Reunião de: 12/07/2019 Como vota o PSOL?",12/07/2019
LUIZA ERUNDINA,PSOL,SP,"Sr. Presidente, o PSOL também vota não, por considerar que o sistema é perverso, tem não só um impacto negativo sobre as pessoas Š os trabalhadores, os aposentados, os pensionistas e a população pobre deste País Š mas também desmonta sistemas. Ele desmonta o sistema de Seguridade Social, inclusive ele impacta o sistema econômico, com o viés recessivo, e aumenta a crise que o País vive, que é uma crise econômica, social, política e institucional. Por tudo isso, Sr. Presidente, o futuro imediato nos reserva responsabilidades e desafios enormes que precisamos enfrentar juntamente com a população, na busca de caminhos e saídas ao Brasil. Evidentemente, não é essa proposta de reforma de Previdência que sinalizará com alguma resposta para os problemas que vêm de muito tempo e que se agravam ao longo desses anos. Era isso, Sr. Presidente. Portanto, o PSOL vota não.",12/07/2019
MARCELO RAMOS,PL,AM,Como vota o PCdoB?,12/07/2019
ALICE PORTUGAL,B,BA,"Tudo parte de um ponto crucial: que sociedade queremos? O Partido Comunista do Brasil, fundado em março de 1922, defende os comuns. Entendemos que as pessoas valem pelo que são, e não pelo que têm. A Previdência Social é a maior distribuidora de renda do País, que é um país capitalista, é um país de mercado, é um país de livre concorrência. Aqui ainda existe muita pobreza. A miséria estava diminuindo, mas, com esse relatório, a miséria voltará a crescer, aliada às circunstâncias do desemprego e do desalento. O PCdoB tem essa clareza. E tem clareza também que o Legislativo se desgasta. Na pesquisa da Datafolha, nós estamos como a pior instituição ao olhar do povo do Brasil. O PCdoB vai lutar até o fim para derrotar essa reforma injusta. Nosso voto é não.",12/07/2019
MARCELO RAMOS,PL,AM,"Obrigado, Deputada. Como vota o PV?",12/07/2019
PROFESSOR ISRAEL BATISTA,PV,DF,"Sr. Presidente, este é um momento importante. Depois, nós discutiremos de novo esse assunto só no dia 6 de agosto. Eu quero registrar minha gratidão por ter participado desta Comissão Especial, apesar de o resultado não ser o que eu esperava. A convivência com os Srs. Deputados foi muito importante nessa minha chegada ao Congresso Nacional. A experiência de ver sua condução nesta Comissão renovou minha esperança na democracia. O relatório do Deputado Samuel, apesar de não ser do meu agrado, escutou todas as partes. O Deputado Samuel recebeu todos, indistintamente. Por isso, eu quero deixar esse registro da minha gratidão por ter participado desta Comissão. O PV vota não, Sr. Presidente.",12/07/2019
MARCELO RAMOS,PL,AM,Como vota o PMN?  (Pausa.) Como vota a REDE?  (Pausa.) Vamos seguir todos os outros aqui. Como vota o PP?,12/07/2019
LUIS MIRANDA,DEM,DF,(Inaudível)  vai ser orientado pela Maioria.,12/07/2019
MARCELO RAMOS,PL,AM,"Vai ser orientado pela Maioria. O.k. Então, PP, MDB, PRB, PSDB, DEM, PDT, Solidariedade, PTB, Podemos, PROS, PSC, Cidadania, NOVO, Avante e Patriota, serão orientados pela Liderança da Maioria. Como vota a Maioria?",12/07/2019
JOICE HASSELMANN,PSL,SP,"Sr. Presidente, votamos sim, sim e sim.",12/07/2019
MARCELO RAMOS,PL,AM,A Maioria vota sim. Como vota a Minoria?,12/07/2019
ALICE PORTUGAL,B,BA,"Sr. Presidente, agradecendo a força e a coerência do PT, do PSB, do PDT, do PCdoB, do PSOL, do PV e de 19 Deputados avulsos de diversas legendas que fecharam questão a favor dessa reforma Reunião de: 12/07/2019 injusta, a Minoria tem a clareza de que essa reforma agrava o desalento, humilha os idosos, abandona as viúvas e os órfãos. Infelizmente, ela constitui uma legião de miseráveis no Brasil, que estarão nas praças públicas aguardando caridade. Por isso, a nossa compreensão é que a reforma não resolve o problema da crise econômica e não paga a dívida pública. Essa reforma, infelizmente, vem para favorecer e frutificar os lucros das seguradoras, dos fundos de pensão, dos bancos, que na verdade simulam existir um Governo, porque o poder está nas mãos deles, dos cinco grandes bancos brasileiros, que têm assento na cadeira da Fazenda Pública nacional, com prioridade, para fazer com que os ricos fiquem mais ricos e que os pobres fiquem mais pobres. Lamentavelmente, isso amplia a diáspora social e a lamentável humilhação daqueles que constroem a riqueza do País. A Minoria, agradecendo a unidade da Oposição, continuará na luta e vota não a essa reforma injusta.",12/07/2019
MARCELO RAMOS,PL,AM,Como vota o PL?,12/07/2019
GIOVANI CHERINI,PL,RS,"Sr. Presidente, eu participei ativamente da... (Intervenções fora do microfone.)",12/07/2019
ALICE PORTUGAL,B,BA,Hitler jamais!,12/07/2019
MARCELO RAMOS,PL,AM,Calma! Nem Hitler nem Stalin. Vamos em frente. Nem um nem outro. (Intervenções fora do microfone.),12/07/2019
MARCELO RAMOS,PL,AM,Como vota o PL?,12/07/2019
GIOVANI CHERINI,PL,RS,"Sr. Presidente Marcelo Ramos, eu participei ativamente...",12/07/2019
MARCELO RAMOS,PL,AM,Auto-obstrução a esta altura do campeonato eu não aguento. (Intervenções fora do microfone.),12/07/2019
