autor,partido,uf,discurso,data,id_sessao
JOICE HASSELMANN,PSL,SP,"Sr. Presidente, Srs. Deputados, como é bom ver que nós estamos chegando à reta final para a aprovação do projeto mais importante, sem dúvida nenhuma, do passado recente, do presente e do futuro, o alicerce para a reconstrução do Brasil, que é a aprovação da nova Previdência, uma Previdência justa, uma Previdência solidária, uma Previdência que atende os mais pobres, uma Previdência que combate privilégios, uma Previdência que foi construída com a ajuda dos partidos aqui desta Casa, com a ajuda do meu partido, PSL, com a ajuda dos partidos de centro, com a ajuda de V.Exa., Presidente Rodrigo Maia, e todos nós caminhando para um único lugar: para o crescimento do Brasil. Eu quero ver, Deputado Cacá, investimento jorrando neste País. É isso que eu quero. Eu não quero saber de discurso furado de gente que vem aqui para tentar enganar o povo brasileiro e colocar nas costas de quem está fazendo o que é correto a pecha de quem está lutando contra o povo brasileiro. Nós estamos fazendo o que é correto. Nós estamos proporcionando ao Brasil a retomada do crescimento. Nós estamos proporcionando ao nosso País a reconstrução de uma Nação. Nós estamos proporcionando a este País, Deputado Cacá, a criação de 8 milhões de empregos até 2023. É isso que nós estamos fazendo!  (Manifestação no plenário.) E não adianta, não adianta choramingar do lado de lá! Não adianta fazer discurso contra o crescimento do Brasil, porque nós, unidos, já mostramos que temos força. E é com essa força que nós vamos construir, aliás, reconstruir um País que foi destruído por incompetência, por corrupção, por má gestão. Nós vamos iniciar a reconstrução por esse alicerce, e esse alicerce chama-se reforma da Previdência. E eu vou dizer uma coisa, Deputado Arthur Lira Š e muito obrigada pela ajuda, nós temos aí longos anos para trabalhar por este País: não fosse a ajuda de cada um dos senhores, não fosse a discussão de cada um dos senhores, nós não estaríamos aqui neste ponto agora. Cada um de nós tem responsabilidade. Quando eu penso na reconstrução do País, penso exatamente numa edificação, e o alicerce é a nova Previdência. Depois, temos uma pauta gigantesca, econômica, para este País. E eu tenho dito por onde passo, em todos os cantos do Brasil, que não podemos misturar economia com ideologia, Deputado Pastor Gildenemyr, porque economia envolve o bolso das pessoas, envolve o emprego das pessoas. Nós não podemos fazer uma conta burra e nefasta para o povo brasileiro. Nós teremos uma longa agenda que vai aqui nos colocar em campos diferentes, uma agenda de costumes, uma agenda ideológica, mas não é a agenda econômica. A agenda econômica é aquela em que todos nós temos que pensar no bolso do povo brasileiro. Eu quero ver dinheiro no bolso do povo brasileiro. E, para isso, só tem um jeito: gerando emprego, destravando a economia. Eu tenho visto aqui gente querendo colocar culpa em Parlamentar que está fazendo o certo. E eu digo a V.Exas. que o povo brasileiro já mostrou que mudou: milhões de pessoas foram às ruas pedir a reforma da Previdência. Então, aqueles que votarem contra serão, sim, penalizados pelo povo; e aqueles que fizerem o certo, aqueles que disserem sim para um Brasil grande de verdade, para os empregos, estes serão ovacionados não só nas ruas, mas também nas urnas. O povo vai se lembrar de quem fez o correto por este País, o povo vai se lembrar de quem participou desse grande pacto pela nossa Nação. E nós vamos fazer questão de estar do lado do povo: este povo que saiu às ruas, este povo que nos cobra uma reforma de 1 trilhão de reais Š e nós estamos muito perto disso Š, este povo que sabe o que cada um de nós vai fazer. Eu confio neste Parlamento para entregar à grande maioria dos... (Desligamento automático do microfone.)  (Palmas.)",09/07/2019,188
RODRIGO MAIA,DEM,RJ,Concedo a palavra ao Deputado Renildo Calheiros.,09/07/2019,188
RENILDO CALHEIROS,B,PE,"Sr. Presidente, Sras. e Srs. Deputados, nós não iremos votar uma reforma da Previdência: trata-se, na verdade, de um confisco contra o povo brasileiro. Os trabalhadores brasileiros, os assalariados brasileiros estão sendo confiscados com a reforma da Previdência. Mais uma vez, a elite econômica deste País, pendurada no desgoverno de Bolsonaro, atenta contra os direitos dos trabalhadores brasileiros. Isto não é novidade em nossa história. O Brasil foi a nação que mais cresceu no século passado, entre todas do mundo. Contudo, mesmo com o crescimento da economia brasileira, não houve no País distribuição de renda. Tudo o que se ganhou com o crescimento ficou com a elite econômica do País. Agora, na crise, o que faz a elite brasileira? Mais uma vez procura os trabalhadores, para impor-lhes o sacrifício da crise. Em uma economia que estima o Governo ser de 1 trilhão de reais, aproximadamente 800 bilhões de reais estão sendo retirados dos trabalhadores pobres deste País. Mentem aqui os defensores da reforma da Previdência, quando dizem que estão atacando privilégios. Não há ataques a privilégios! Mentem aqui os defensores da reforma, quando dizem que a reforma da Previdência vai induzir a geração de empregos no País. Ontem, eles disseram isso sobre a reforma trabalhista. Foi feita a reforma trabalhista, e onde estão os empregos? O que aumenta no Brasil é o desemprego! Agora, eles dizem que a reforma da Previdência vai trazer esses empregos. Podem observar, vocês que nos acompanham de casa: se aqui a reforma da Previdência passar, eles começarão a dizer que a reforma da Previdência não é suficiente para gerar empregos. E por que eles dirão isso? Porque eles sabem que é uma mentira, que é uma falácia. Emprego se gera com política industrial! Emprego se gera com construção de casas populares! Emprego se gera com políticas que induzam o setor produtivo!  (Palmas.) No entanto, aqui está sendo feita uma reforma da Previdência para atender aos interesses do setor financeiro, para atender aos interesses dos banqueiros. Colocaram Paulo Guedes para comandar a economia do País. É o mesmo que colocar uma raposa para tomar conta do galinheiro. E todos os senhores sabem disto: a reforma da Previdência não irá gerar empregos. Saibam também os senhores que o povo brasileiro vai anotar, vai gravar tudo o que aqui aconteceu. E os senhores e as senhoras serão cobrados mais adiante. Vejam que neste País os trabalhadores estão perdendo qualquer perspectiva de viverem até o fim dos seus dias com dignidade. Estão sendo retiradas deles as condições mínimas de viverem com dignidade. E os senhores verão pelo interior do País afora o povo, desassistido de políticas sociais, sem perspectiva de empregos, verão a nossa população mais pobre começar a saquear supermercado. Como no passado, começarão a atacar caminhões que transportam alimentos pelo interior do País, porque é desesperadora a situação na qual foi largada a nossa população. O Governo gasta uma fortuna com propaganda para confundir a população brasileira, mas a situação objetiva vai empurrar os trabalhadores a cobrar de todos, a cobrar geração de empregos, a cobrar melhores dias, a cobrar futuro, a cobrar salários dignos. As senhoras e os senhores que têm mais experiência deveriam ter dignidade de dizer a verdade para essas pessoas que estão sendo enganadas, manipuladas pelo setor financeiro, associado à grande mídia nacional!  (Palmas.)",09/07/2019,188
RODRIGO MAIA,DEM,RJ,Concedo a palavra à Dra. Vanda Milani.,09/07/2019,188
DRA. VANDA MILANI,SOLIDARIEDADE,AC,"Sr. Presidente, Sras. e Srs. Deputados, o Presidente Jair Bolsonaro foi eleito sob o signo de mudanças profundas na forma e no conteúdo de se fazer política no País. Nas urnas, o povo brasileiro confiou ao novo Chefe de Governo a missão de empreender as transformações definitivas e profundas que a Nação há muito ansiava. Dentre as reformas que viriam a tornar o País mais digno de sua própria gente estava a reforma da Previdência, um desafio que o Presidente Bolsonaro não se furtou a enfrentar, mesmo à custa de muita dificuldade e incompreensões. Apesar de argumentos favoráveis claros, transparentes e fartamente divulgados, grupos contrários à reforma divulgam uma série de inverdades sobre a Previdência, a fim de manter seus privilégios e benesses à custa da desinformação dos mais incautos. Sr. Presidente, caros colegas, o Brasil passa de uma população jovem para um país de idosos. À medida que a expectativa de vida aumenta e a taxa vegetativa da população diminui, as contas públicas inevitavelmente chegarão a um cenário absolutamente insustentável, com muitos trabalhadores aposentados sustentados por poucos brasileiros ativos. Frente a essa realidade indiscutível, a reforma da Previdência não é apenas necessária, mas absolutamente emergencial. A Previdência deficitária de hoje caminha como uma bola de neve que afetará o Erário de forma definitiva, comprometendo as ações de Governo em seus mais diversos segmentos essenciais. A reforma da Previdência vai assegurar mais uniformidade, igualdade perante a lei e, o mais importante, fôlego para o Brasil recuperar a saúde fiscal. Não é justo o País pagar benefícios gigantescos para poucos, enquanto não assegura saúde, educação e segurança digna e de qualidade para a maioria da população que também paga imposto. A reforma é a certeza de maior paridade no sistema previdenciário brasileiro. Além de assegurar mais dinheiro para áreas fundamentais, a reforma vai trazer mais otimismo para empresários, num círculo virtuoso que compreende maior geração de emprego e renda, favorecendo sobremaneira os mais pobres. Toda reforma séria e profunda requer coragem, sacrifícios e muita determinação. Vivemos num momento crucial, em que o bom senso e a realidade contábil impõem decisões comprometidas com a defesa da coisa pública. O saneamento das contas vai, com toda a certeza, traduzir-se em investimentos de base para o bem-estar da população como um todo. Temos uma crise fiscal porque a despesa previdenciária não cabe mais no PIB, crescendo num ritmo incompatível com o Erário disponível. Nunca é demais lembrar que, sem reforma, o Brasil não terá capacidade de crescer nos próximos anos. E o maior programa de governo será o pagamento das aposentadorias. A resposta que o momento requer é o sim à reforma da Previdência, com todos os benefícios sociais que essa mudança corajosa trará. Na reforma da Previdência, o Parlamento é o grande precursor que, junto com o Governo, proporcionará ao Brasil a oportunidade de fortalecimento da Nação e bem-estar social e econômico, não só agora, mas ao longo dos anos. A nossa gente, por décadas a fio, espera e merece dias melhores e o bem-estar geral de todos nós que temos orgulho de ser brasileiros. Aqui não defendemos interesses pessoais, mas interesses da brasilidade, para que nosso País possa seguir o rumo do desenvolvimento pleno, a exemplo das grandes potências, das grandes nações que defendem os interesses de seu povo acima de qualquer interesse superveniente. Muito obrigada.",09/07/2019,188
RODRIGO MAIA,DEM,RJ,Concedo a palavra ao Deputado Carlos Veras.  (Pausa.),09/07/2019,188
ANDRÉ FIGUEIREDO,PDT,CE,"Presidente, enquanto o Deputado não chega à tribuna, pergunto: há 504 Deputados presentes, não é verdade?",09/07/2019,188
RODRIGO MAIA,DEM,RJ,Sim.,09/07/2019,188
ANDRÉ FIGUEIREDO,PDT,CE,"E há 10 Deputados ausentes, ou seja, há 10 Deputados ausentes e 504 presentes. Aumentou um Deputado na Casa? Acho que é preciso corrigir o painel.",09/07/2019,188
RODRIGO MAIA,DEM,RJ,É porque um Deputado está de licença.,09/07/2019,188
ANDRÉ FIGUEIREDO,PDT,CE,"Então, o nome dele tem que sair do painel, senão pediremos a anulação da sessão, Presidente.",09/07/2019,188
RODRIGO MAIA,DEM,RJ,"O nome vai sair, fique tranquilo. Ninguém vai jogar 11 contra 12. Pode deixar. Concedo a palavra ao Deputado Carlos Veras, por 5 minutos. S.Exa. vai elogiar que tiramos a aposentadoria rural do projeto.",09/07/2019,188
CARLOS VERAS,PT,PE,"Primeiro, Presidente Rodrigo Maia e demais presentes, para os rurais ainda falta muita coisa, inclusive a questão do CNIS Rural e a questão das trabalhadoras e dos trabalhadores rurais que um dia podem vir a ter direito a pensão. Da forma como essa pensão está colocada, nenhuma trabalhadora rural ou nenhum trabalhador rural terá direito a 1 salário mínimo. Vejam que absurdo: se a renda familiar for de 300 reais, terá um complemento de 700 reais; se tiver uma renda de 1 salário mínimo, terá um complemento de 50%, acrescido de 10% por dependente. E se perderem essa renda, vai ficar quanto? Um pouco mais da metade de 1 salário mínimo. Há ainda muitas injustiças para serem retiradas dessa reforma, que é dura com a classe trabalhadora, que é dura com as professoras e os professores. Como aqui foi dito por diversas lideranças, como é que tiram 20 bilhões de reais das costas das professoras e dos professores e dão ao agronegócio mais de 80 bilhões de reais? Como é que tiram de uma trabalhadora rural 1 salário mínimo e dão ao agronegócio brasileiro mais de 80 bilhões de reais? Como é que se dificulta tanto o acesso a um benefício previdenciário, a uma aposentadoria, com esse cálculo perverso e injusto que considera 100% das contribuições? Imaginem alguém que começou no emprego com 1 salário mínimo e foi aos poucos se capacitando para poder evoluir e ter um salário melhor: esse vai contar para a aposentadoria. É algo muito injusto ver uma regra de transição duríssima, duríssima, de 100%, impedindo que trabalhadores e trabalhadoras possam se aposentar um dia. Eu tenho dito que muitos trabalhadores ficarão sem o direito de se aposentar neste País. E os que conseguirem vão se aposentar com um valor muito reduzido. Isso não melhora a economia do País. Isso dificulta a economia deste País, porque a Previdência Social gera desenvolvimento, movimenta a economia nos Municípios deste País. E mais de 70% dos Municípios deste País são movimentados pelos recursos da Previdência Social. Esse recurso vai ficar cada vez mais escasso, o que vai dificultar a vida de milhões e milhões de brasileiros. Todos perdem com essa reforma da Previdência: o trabalhador e a trabalhadora rural, a empregada doméstica, os professores, a segurança pública, os comerciantes. As pequenas e microempresas também vão perder com essa criminosa reforma, porque vão diminuir os recursos nos seus Municípios. É lamentável que alguns Parlamentares subam nesta tribuna e venham falar de combate aos privilégios! Não se encontra nenhum combate a privilégio nessa criminosa reforma da Previdência. Não há privilégios no Regime Geral da Previdência. Há um teto mínimo de um salário mínimo e um teto máximo de 5.800 reais. Onde é que estão os privilégios que estão sendo combatidos? Onde estão as Forças Armadas? Numa sala separada. Onde estão os trabalhadores que morrem e que lutam em defesa da segurança pública? Eles estão sendo atacados por essa criminosa reforma da Previdência. É por isso que o Partido dos Trabalhadores e os partidos de oposição estão nesta resistência, nesta luta contra essa criminosa reforma da Previdência. Nós não podemos aceitar que façam isso com o povo brasileiro, que ataquem os nossos trabalhadores e as nossas trabalhadoras já tão sofridos. Mais uma vez, eles estão sendo penalizados com uma reforma injusta, dura e cruel para cima de milhões e milhões de brasileiros. Os recursos que querem economizar vão ser retirados de quem ganha até 1.300 reais. Não à reforma da Previdência! Não a essa criminalização do povo brasileiro! Vamos derrotar essa criminosa reforma da Previdência.  (Palmas.)",09/07/2019,188
RODRIGO MAIA,DEM,RJ,"Requerimento sobre a mesa: Senhor(a) Presidente, Requeiro a Vossa Excelência, nos termos do art. 178, § 2º, do Regimento Interno da Câmara dos Deputados, o encerramento da discussão do(a) PEC 6/2019. Sala das Sessões, em 09 de julho de 2019. Deputado Alexandre Frota Vice-Líder do PSL Informo que amanhã nós vamos começar a sessão às 9 horas. Eu vou me sentar aqui às 10h30min. Das 10h30min às 11 horas, vou dar a palavra para três oradores de um lado e três oradores de outro. Depois começarei a Ordem do Dia, para que aqueles que queiram falar possam usar da palavra. Vou dar a palavra a dois oradores contrários, porque a Deputada Natália Bonavides não falou e está aqui angustiada. Para que não durma angustiada, ela fará uso da palavra primeiro. Depois, falarão os Deputados Alexandre Frota e Afonso Motta. Em seguida, votaremos o requerimento. Está bem?  (Palmas.) Vamos encerrar a discussão. Votaremos amanhã.",09/07/2019,188
NATÁLIA BONAVIDES,PT,RN,"Obrigada, Presidente. Sras. e Srs. Deputados, no ano passado, na época da campanha eleitoral, eu disse Š e sei que eu não fui a única Š que queria ser Deputada para defender os direitos e a aposentadoria dos trabalhadores do Brasil. Bolsonaro, durante a campanha, também disse que era contra a reforma da Previdência. Ele até chamou a reforma de perversa. Eu mantenho a minha palavra. Já Bolsonaro, não. Mais uma vez, engana o povo brasileiro. Então, o que nós vemos é uma grande hipocrisia deste Governo e de quem agora o apoia. Ao apagar das luzes, na semana passada, vimos os mesmos que estão aqui falando que o Brasil precisa de uma reforma da Previdência para equilibrar as finanças públicas votarem a isenção para o agronegócio não pagar mais de 80 bilhões à Previdência Š 80 bilhões. É isto: retiram dos proventos da aposentadoria, retiram das pensões dos mais pobres e dispensam de pagar a Previdência os gigantes do agronegócio. É um verdadeiro absurdo que escancara, que escracha. Essa reforma não é para melhorar a Previdência, não é para garantir o futuro das próximas gerações, não é para economizar, e, sim, para dar mais lucro a quem já lucra muito. É, na verdade, para acabar com a aposentadoria, para tirar direitos e manter privilégios dos verdadeiros privilegiados, as elites agrícolas, as elites financeiras, que historicamente sugam, até onde podem, o nosso povo, através da superexploração do trabalho, dos baixos salários, da precarização. E agora querem sugar também o direito à aposentadoria, esse direito sagrado. É um projeto que corta até 40% do valor das aposentadorias, do valor das pensões. E alguém quer dizer aqui que isso é corrigir, que isso é cortar privilégios? Isso é para destruir a Previdência. Fica óbvio quem o Governo e seus apoiadores escolheram penalizar nesse ajuste: os trabalhadores do Brasil. Não existe uma única sinalização deste Governo no sentido de propor alternativas que gerem empregos, que aumentem a arrecadação da Previdência, que façam o País crescer. Mas também nem surpreende que seja assim, é uma opção que decorre de um projeto político que querem aplicar neste País, um projeto de destruição. Por que não fazer um ajuste sem penalizar os mais pobres? Hoje não se cobra impostos sobre os lucros milionários, não se faz a revisão da política de isenção fiscal, não se faz um debate de fôlego sobre a reforma tributária. E não é por falta de soluções. Aqui na Câmara há vários projetos. Nosso mandato, por exemplo, protocolou quatro projetos de lei para discutir as dívidas das empresas da aposentadoria, que se perpetuam, como acontece hoje, para que a sonegação fiscal absurda que existe hoje não se repita. Mas a opção do bolsonarismo e dos seus apoiadores é outra: é aprovar esse projeto que faz ajuste fiscal em cima das costas dos trabalhadores e das trabalhadoras do País. É uma farsa! Não é razoável que quem recebe um salário mínimo seja obrigado a trabalhar mais, a contribuir mais, por mais tempo, e ainda receba menos ou sequer venha a receber. Por fim, eu quero ressaltar e reforçar que as mudanças feitas pelo Relator não retiraram a essência do que é essa PEC. O projeto condiciona a aposentadoria integral a 40 anos de contribuição. Como é que isso pode ser considerado razoável? A regra de cálculo que veio no projeto e que foi mantida no relatório é simplesmente inaceitável. A redução drástica dos benefícios vai gerar uma piora tremenda nas condições de vida das famílias brasileiras que dependem muito das aposentadorias para sobreviver. Vai empobrecer as pessoas logo quando elas chegam a ser idosas, justamente quando aumentam as despesas com saúde, alimentação e outros cuidados, e vai diminuir o consumo de forma geral, vai afetar a economia dos Municípios e o desenvolvimento do País como um todo. É por esse e por outros motivos, Presidente, como as brutais regras contra os professores, contra as mulheres e contra os policiais, que eu estou muito tranquila em afirmar que o nosso voto é absolutamente contrário a essa reforma. Quem representa o povo não vota contra o povo. Não se aproveita nada dessa reforma! Votaremos contra a reforma. Viva o povo brasileiro, que tem o direito e merece se aposentar ao fim da vida! Obrigada, Presidente.  (Palmas.)",09/07/2019,188
RODRIGO MAIA,DEM,RJ,Tem a palavra o Deputado Alexandre Frota.,09/07/2019,188
ALEXANDRE FROTA,PSL,SP,"Sr. Presidente, nós votaremos sim. Quero agradecer a todos os Deputados e Deputadas que estão lutando neste momento por essa reforma. Acho que a matéria já está preparada para ser votada. Agradeço a V.Exa. Muito obrigado.  (Palmas.)",09/07/2019,188
RODRIGO MAIA,DEM,RJ,O Deputado Afonso Motta é o último orador. Depois vamos votar o requerimento.  (Pausa.) Não estou entendendo a crítica agora.,09/07/2019,188
ANDRÉ FIGUEIREDO,PDT,CE,Era para acumular o tempo que o Deputado Alexandre Frota não usou. (Riso.),09/07/2019,188
RODRIGO MAIA,DEM,RJ,"O Deputado Afonso Motta tem a palavra por 5 minutos. Durante a votação nominal, eu passo a palavra novamente.",09/07/2019,188
AFONSO MOTTA,PDT,RS,"Sr. Presidente, Sras. e Srs. Parlamentares, por ofício e pela generosidade dos partidos da Oposição, cabe a mim, em primeiro lugar, fazer o contraponto à proposta de encerramento da discussão. Registro inicialmente que, na tramitação desta PEC, na Comissão de Constituição e Justiça e na Comissão Especial, mais de 100 Parlamentares tiveram a oportunidade de se manifestar a favor da proposta e contra a proposta. Portanto, nada mais justo, nada mais em evidência do que o debate Š aqui é a Casa do debate Š, do que a discussão estivesse também no plenário, onde ocorre a grande repercussão pública e o conjunto de manifestações expressivas, e que pudesse não só contribuir com a decisão dos Parlamentares, porque assim a origem do debate se justifica, mas também com a opinião pública, que nos assiste. Poderíamos, num debate mais aprofundado, examinar com mais rigor a desconstitucionalização, que dá uma carta em branco não só para este Governo como também para os governos futuros, para, através de lei ordinária, modificar as referências fundamentais dessa condição que é universal, que é protetiva daquele que trabalha a vida inteira e merece a sua aposentadoria. Poderíamos, num debate mais aprofundado, averiguar melhor a condição atuarial dessa propalada economia de aproximadamente 1 trilhão de reais. Poderíamos fazer um confronto mais aprofundado sobre a visão fiscalista da reforma da Previdência. Há aqueles que acham que fazer a reforma da Previdência com esse caráter, com o caráter fiscalista, é mais importante do que proteger os direitos do trabalhador, do que proteger a dignidade humana. Esse é o debate fundamental, porque esse debate e a forma como está posta a proposta apresentada pelo Relator vão limitar a questão dos fundos para esse tratamento fiscalista. Ora, por que os fundos necessários para promover esse ajuste devem ser provenientes exclusivamente dos recursos da Previdência quando se sabe que outros fundos estão disponíveis? Bastaria que a nossa ação parlamentar, que a nossa regulação alcançasse outras fontes, como, por exemplo, as fontes tributárias, que, sem dúvida nenhuma, merecem um questionamento, como o que nós estamos fazendo, mas também uma reforma profunda, para que possamos tributar a renda nacional e especialmente o capital especulativo financeiro. Não se justifica mesmo a generosidade de V.Exa., a liberação de V.Exa., que amanhã promete iniciar a Ordem do Dia com mais um debate restrito. Ele não se justifica, na medida em que nós vamos, a partir da votação de hoje, estabelecer a restrição e a oficialidade de que os debates estarão encerrados. Por isso, nós que temos uma posição contrária a essa reforma Š já foram aqui manifestadas todas as razões de ordem particular e aquilo que diz respeito à vida das pessoas, do trabalhador, como a impossibilidade de conseguir a aposentadoria e a possibilidade de diminuirmos os benefícios através dessa reforma Š, queremos continuar debatendo. Muito obrigado.",09/07/2019,188
RODRIGO MAIA,DEM,RJ,Orientação de bancada. Como vota o Bloco PP/MDB/PTB?  (Pausa.) Como vota o PT?  (Pausa.) Como vota o PSL?  (Pausa.),09/07/2019,188
ARTHUR LIRA,PP,AL,O Bloco orienta sim e pede a V.Exa. que abra o painel.,09/07/2019,188
RODRIGO MAIA,DEM,RJ,Como vota o PL?  (Pausa.) Como vota o PSOL?  (Pausa.) Como vota o PT?,09/07/2019,188
ERIKA KOKAY,PT,DF,"É um absurdo que se esteja encerrando esta discussão. Nós estamos falando da vida de milhões de brasileiros e brasileiras. Aqui se fala que esta reforma é um ato de coragem. Esses que isso falam não têm coragem de tirar a isenção de 84 bilhões de reais do latifúndio. Esses que aqui falam não têm coragem de enfrentar uma sonegação de quase meio trilhão de reais ou de taxar grandes fortunas, lucros e dividendos. Aí se fala que esta é uma reforma do amor. Que amor existe em tirar a pensão de pessoas deste País? Que amor existe em impedir que nós tenhamos o abono salarial, em tentar economizar 33 bilhões de reais com o abono salarial quando se concede 84 bilhões de reais para o latifúndio? O PT vota contra o encerramento da discussão.",09/07/2019,188
RODRIGO MAIA,DEM,RJ,Como vota o PSB?,09/07/2019,188
CAMILO CAPIBERIBE,PSB,AP,"Sr. Presidente, o PSB protesta veementemente contra o encerramento deste debate, porque nós acreditamos que essa pressa toda é uma metodologia. A sociedade precisa compreender o que de fato está em jogo na votação, que vai acontecer, do texto principal da reforma da Previdência. O PSB, em reunião, fechou questão contra essa proposta, porque percebe que a conta está sendo espetada nas costas da população mais pobre deste País. Nós votaremos não e protestamos. Nós acreditamos que a população ainda precisa conhecer com muito mais profundidade a proposta para poder encontrar um caminho para julgar esses que vão tomar essa decisão. Então, somos contra essa pressa, somos contra esse requerimento de adiamento, queremos que todos os que se inscreveram tenham o direito de se posicionar, queremos que quem quer defender possa defender e que quem quer criticar possa criticar.",09/07/2019,188
RODRIGO MAIA,DEM,RJ,Como vota o PSOL?,09/07/2019,188
ÁUREA CAROLINA,PSOL,MG,"O PSOL é contrário, radicalmente contrário ao encerramento desta discussão, Sr. Presidente. E aqueles que hoje estão rindo à toa da miséria do povo brasileiro, do empobrecimento de grandes parcelas da nossa população, das mulheres, das trabalhadoras rurais, das professoras, dos indígenas, dos quilombolas, do povo negro e trabalhador, vão chorar mais tarde, porque a história vai mostrar quem são os traidores do direito do povo. Este debate é pedagógico, é educativo, muito embora a base do Governo e aqueles que apoiam a reforma da Previdência tenham argumentos deploráveis aqui e não consigam sustentar um debate que comprove realmente que haverá economia para os cofres públicos, que comprove realmente que vão acabar com privilégios. Até agora não demonstraram nada disso aqui. Nós resistiremos, contra a reforma da Previdência!  (Palmas.)",09/07/2019,188
RODRIGO MAIA,DEM,RJ,Como vota o PDT?,09/07/2019,188
POMPEO DE MATTOS,PDT,RS,"Presidente, eu não quero me dirigir a esta Casa, porque aqui há muita gente que está cega, surda, muda, impressionada com benefícios que vai receber por conta das emendas parlamentares que poderão distribuir para tirar os benefícios da aposentadoria do povo pobre. Professora não é privilegiada. Professor não é privilegiado. Quem tem carteira assinada, o trabalhador do comércio e da indústria, não é privilegiado. Viúvo ou viúva não tem nenhum privilégio. Quem tem privilégio são os grandes, Presidente, que receberam isenções no valor de 85 milhões de reais na votação na Comissão. O PDT tem lado, e o nosso lado é o lado do trabalhador. Por isso, continuamos defendendo exatamente o direito do povo trabalhador.",09/07/2019,188
RODRIGO MAIA,DEM,RJ,Como vota o PCdoB?,09/07/2019,188
PERPÉTUA ALMEIDA,B,AC,"Sr. Presidente, sempre se disse que a corda arrebenta no lado mais fraco. E o lado mais fraco aqui são os trabalhadores, são os pobres, que estão recebendo agora o troco do Governo Bolsonaro. Nós sempre dissemos que o Governo mente quando diz que a reforma da Previdência visa acabar com privilégios. Isso não é verdade, porque, do 1 trilhão de reais que quer arrecadar, 800 bilhões de reais o Governo retira daqueles que ganham menos de três salários mínimos. Então, nós não podemos aceitar que as mulheres, que as viúvas, os trabalhadores rurais, os trabalhadores em geral percam seus direitos, percam sua aposentadoria porque o Governo prefere dar para os ricos e tirar dos pobres, que é o que está acontecendo aqui. O PCdoB vota não.",09/07/2019,188
ALAN RICK,DEM,AC,Quero fazer a orientação do Democratas.,09/07/2019,188
RODRIGO MAIA,DEM,RJ,"Espere só um minutinho. Eu vou passar a palavra para os partidos de esquerda e, depois, vou dar uma abertura para que cada um possa se manifestar. Como vota a Minoria?  (Pausa.) Como vota o PV?",09/07/2019,188
LEANDRE,PV,PR,"Presidente, é lógico que uma matéria dessa envergadura merece um amplo debate, mas nós também temos que reconhecer que não faltou por parte de V.Exa. empenho para que esse debate pudesse ser feito quando fez a proposta hoje no Colégio de Líderes para que as duas sessões fossem de debate. E também não tem faltado esforço por parte da Mesa para que o debate possa ser ampliado amanhã, mesmo ocorrendo o encerramento da discussão hoje. Então, o PV orienta o voto sim.",09/07/2019,188
RODRIGO MAIA,DEM,RJ,Como vota a Minoria?,09/07/2019,188
TÚLIO GADÊLHA,PDT,PE,"Presidente, faço a orientação hoje pela Minoria porque hoje o povo brasileiro está sendo minoria aqui nesta Casa. V.Exas. dizem que essa reforma é também para se fazer um ajuste fiscal. Por que o ajuste fiscal deve ser feito nas costas dos mais pobres e da classe média? Por que, Sr. Presidente, de cada 100 reais de sacrifício, 83 reais são cobrados de quem ganha até 2 mil reais? Presidente, V.Exas. falam que nós somos contra a reforma para agradar a nossa geração e que isso pode comprometer gerações futuras. Na verdade, é essa reforma que compromete o futuro das próximas gerações, porque elas não conseguirão se aposentar. Essa é a verdade. Não conseguirão complementar a idade mínima e o tempo de contribuição. Vai se tornar impossível se aposentar no Brasil. Presidente, V.Exas. dizem que essa reforma criará um ambiente propício para negócio. Isso é o mais lamentável, porque esse ambiente já foi criado quando... (Desligamento automático do microfone.)",09/07/2019,188
RODRIGO MAIA,DEM,RJ,"A Presidência solicita a todas as Sras. Deputadas e Srs. Deputados que tomem os seus lugares, a fim de ter início a votação pelo sistema eletrônico. Está iniciada a votação.",09/07/2019,188
VERMELHO,PSD,PR,"O PSD não orientou, Sr. Presidente.",09/07/2019,188
RODRIGO MAIA,DEM,RJ,Como vota o PSD?,09/07/2019,188
VERMELHO,PSD,PR,"O PSD entende que esta é matéria esgotada. Há tantos e tantos Governos e há tantos anos nós estamos com falácias e mais falácias. O Brasil produtivo, que quer voltar a crescer e a gerar emprego e renda, precisa, nesta noite, na noite de amanhã e depois de amanhã, com a maior brevidade possível, que nós votemos sim à reforma da Previdência, precisa que votemos sim à reforma tributária, à reforma judiciária, à reforma política. Nós viemos a este Parlamento para nos juntar aos demais e fazer o Brasil andar. Vamos modernizar o País! É por isso que o PSD vota sim.",09/07/2019,188
RODRIGO MAIA,DEM,RJ,Como vota o PSL?,09/07/2019,188
ALEXANDRE FROTA,PSL,SP,"Presidente, o PSL vota pela maioria do País. Aqui não há brincadeira, e ninguém é traidor. O PSL vota sim.",09/07/2019,188
RODRIGO MAIA,DEM,RJ,Como vota o PL?,09/07/2019,188
