autor,partido,uf,discurso,data
FILIPE BARROS,PSL,PR,"Sr. Presidente, colegas Deputados e Deputadas, bom dia. Minha questão de ordem se baseia no art. 164, inciso II, do nosso Regimento Interno. O Plenário desta Comissão acaba de deliberar: nós votamos a inversão, ou seja, o Plenário quer votar a PEC. Nós votamos a inversão, de modo que jogamos para depois a ata e o expediente. O Plenário se manifesta no seguinte sentido: queremos votar a PEC. Está sobre a mesa um requerimento de retirada. Com base no art. 164, inciso II, peço que V.Exa., Sr. Presidente, declare que este requerimento de retirada está prejudicado, porque o Plenário já se manifestou. O Plenário disse:  Nós queremos votar . Não faz sentido, portanto, que votemos mais uma vez uma retirada de pauta. Há, neste caso, um contrassenso. O Plenário disse que quer votar, tanto é que estamos invertendo a pauta. Esta é a mesma lógica que utilizamos nesta Casa com precedentes pacíficos. Aliás, quando nós rejeitamos uma retirada, os adiamentos ficam prejudicados. Neste momento, Sr. Presidente, com base no art. 164, inciso II, solicitamos a V.Exa. que declare que foi prejudicado o requerimento de retirada de pauta, uma vez que o Plenário já se manifestou, dizendo:  Nós queremos votar a PEC . Esta é a questão de ordem.",04/07/2019
MARCELO RAMOS,PL,AM,"Deputado, a Mesa entende que não há correlação entre a decisão tomada de antecipação da Ordem do Dia e a prejudicialidade em relação ao requerimento de retirada de pauta. Portanto, indefiro a questão de ordem de V.Exa. Vamos enfrentar a retirada de pauta, cabendo, obviamente, recurso de V.Exa. à Presidência da Câmara dos Deputados. Passemos à Ordem do Dia. Encontra-se sobre a mesa requerimento de retirada, da Ordem do Dia, da proposição de iniciativa do Deputado Henrique Fontana, que passo a ler: Sr. Presidente, requeiro a V.Exa., com base no art. 117 do Regimento Interno, a retirada de pauta da PEC 6- A, de 2019. Sala das reuniões, 4 de julho de 2019. Deputado Henrique Fontana Tem a palavra o Deputado Henrique Fontana, para encaminhar a favor do requerimento, por 5 minutos.  (Pausa.) Na ausência do Deputado Henrique Fontana, passo a palavra à Deputada Alice Portugal.",04/07/2019
ALICE PORTUGAL,B,BA,"Sr. Presidente, fazendo aqui minha menção de concordância com o requerimento do Deputado Henrique Fontana, quero saudar os milhões de brasileiros que têm nos acompanhado e nos apoiado contra essa reforma fiscalista, regressiva e inconstitucional. Essa reforma é inconstitucional pelos motivos aqui levantados pela Deputada Jandira Feghali. Na verdade, essa reforma atinge a dignidade da pessoa humana. Trata-se de uma reforma cheia de crueldades, que leva a dezenas ou a centenas de leis ordinárias, para diminuir a possibilidade de acesso ao direito previdenciário de policiais, de mulheres, dos mais pobres, de pensionistas, visto que receberão metade da pensão que receberiam com a legislação atual. Além do mais, em 24 horas, este relatório, Relator Samuel Moreira, foi modificado três vezes. Esta Comissão teria a necessidade de trabalhar com muito mais acuidade e dedicação para tentar diminuir as injustiças contidas no relatório, que foram mantidas. Em nenhuma dessas modificações, V.Exa. pôde declinar sobre a situação do abono salarial, que é uma matéria trabalhista. V.Exa. reduziu, sim, a taxa que atingia mínima e tangencialmente os bancos, e a amplia para o sistema financeiro Š a diminuição foi  minimorum . Portanto, essa reforma serve, na verdade, aos bancos e ao mercado financeiro. Aqui há um serviço de entrega de uma fatia do mercado àqueles que aguardam para explorá-lo, especialmente nas áreas relativas à seguridade complementar e à previdência complementar dos servidores públicos, como se houvesse por parte dos servidores uma ação generalizada para conseguir privilégios. Reunião de: 04/07/2019 Ora, se há na Justiça incorporação de direitos, esta não é a realidade do funcionalismo. Mais de 86% do funcionalismo público percebe em torno de 2,5 salários mínimos. São caldeireiros, bibliotecários, técnicos de laboratórios, assistentes de administração. Não ignorem a existência destes segmentos que seguram o Estado brasileiro nas costas, com seu trabalho e seu suor. O que é combinado não sai caro. V.Exa. desconhece a existência de um regime próprio do serviço público e ignora a necessidade de uma transição decente para o servidor público. No caso do regime geral, o texto é de uma crueldade absolutamente inaceitável com as pensionistas, que receberão menos de um salário mínimo. Infelizmente, há a possibilidade de se acabar com o abono salarial. Trata-se de uma afronta aos direitos previdenciários, tecidos com muita luta pelos trabalhadores brasileiros. Não é à toa que essa reforma é repudiada por todas as centrais sindicais. Essa reforma é repudiada pelas organizações de trabalhadores, do operário do chão de fábrica até os mais qualificados. A Ordem dos Advogados do Brasil disse não a essa reforma. Todas as entidades representantes das carreiras típicas de Estado são contra essa reforma. Infelizmente, essa reforma agrada aos bancos e ao mercado financeiro. Os incautos que aqui dizem que estão trabalhando para entregar ao povo brasileiro uma reforma da Previdência estão entregando o povo brasileiro aos tubarões do mercado, aos tubarões dos planos de previdência privada, aos tubarões que querem explorar o sangue e o suor dos que trabalham. V.Exas. estão a servir os mais ricos, que exploram, por uma troca comezinha de emendas do Orçamento, e V.Exas. se servirão delas de maneira, infelizmente, pouco higiênica, em prejuízo do direito previdenciário. Por isso, defendo a retirada de pauta desta matéria, em nome do Deputado Henrique Fontana, que não pôde defendê-la. Eu o faço honrosamente em seu nome.",04/07/2019
MARCELO RAMOS,PL,AM,"Obrigado, Deputada. Tem a palavra o Deputado Filipe Barros.",04/07/2019
FILIPE BARROS,PSL,PR,"Sr. Presidente, colegas Deputados e Deputadas, obviamente, somos contra a retirada de pauta desta matéria, porque entendemos que o Plenário já se manifestou. Nós já nos manifestamos: queremos votar a PEC e seus destaques. Nós queremos trabalhar, trabalhar pelo Brasil, trabalhar pela nossa Nação, que foi destruída nos últimos anos. Por isso, dizemos que não há nada mais urgente no nosso País do que a aprovação da PEC da nova Previdência. Hoje é um dia histórico. É importante que comecemos a reconstruir economicamente nosso País. O futuro do Brasil está em nossas mãos. O Brasil foi entregue aos tubarões, como dito anteriormente, e esses tubarões simplesmente acabaram com a esperança e com o futuro do povo brasileiro. Urge que votemos esta PEC. Não vou usar todo o tempo porque estamos aqui para trabalhar. Se for preciso, ficaremos até a madrugada. Sr. Presidente, votamos não ao requerimento de retirada de pauta. Nós queremos votar!",04/07/2019
FRED COSTA,PATRIOTA,MG,"Sr. Presidente, questão de ordem.",04/07/2019
MARCELO RAMOS,PL,AM,"Pois não, Deputado Fred Costa. Peço a V.Exa. que inicie indicando o dispositivo regimental.",04/07/2019
FRED COSTA,PATRIOTA,MG,"Sr. Presidente, primeiro, quero fazer um esclarecimento. Minha questão de ordem se baseia no art. 163, inciso V, c/c o art. 191, inciso IV. Conto com a compreensão de V.Exa., Sr. Presidente, para fazer uma justificativa. Minha assessoria trouxe a informação de que, por não se ajustar ao texto apresentado pelo Relator em sua complementação de voto, o Destaque nº 1 à PEC da reforma da Previdência, de autoria do meu partido, o Patriota, poderia estar prejudicado. Refere-se à Emenda nº 13. Eu gostaria de ter a resposta de V.Exa. e da Mesa.",04/07/2019
MARCELO RAMOS,PL,AM,"Deputado Fred, eu vou dar continuidade ao processo de votação enquanto busco informações na assessoria da Mesa. No momento oportuno, certamente antes da decisão sobre este tema, eu manifestar-me-ei. Recolho a questão de ordem de V.Exa. e vou prestar as informações solicitadas.",04/07/2019
FRED COSTA,PATRIOTA,MG,"Em tempo, Sr. Presidente, eu gostaria de solicitar a palavra pelo tempo da Liderança do Patriota. Reunião de: 04/07/2019",04/07/2019
MARCELO RAMOS,PL,AM,"Se V.Exa. me permite, Deputado Fred, eu farei os encaminhamentos da votação e, em seguida, passo a palavra a V.Exa. Ou V.Exa. faz questão de falar agora? Não há nenhum problema em falar agora.",04/07/2019
FRED COSTA,PATRIOTA,MG,"De forma nenhuma é intuito da minha bancada prejudicar os trabalhos, especialmente porque somos favoráveis à votação. Eu compreendo a situação. No momento oportuno, farei minha manifestação.",04/07/2019
MARCELO RAMOS,PL,AM,"Deputado Fred, faremos as orientações de bancadas, iniciaremos esta votação e, na sequência, concedo a palavra a V.Exa. Orientação de bancadas. Como vota o PT?",04/07/2019
HENRIQUE FONTANA,PT,RS,"Sr. Presidente, ao cumprimentá-lo e ao Relator, quero dizer que existem temas importantíssimos a debatermos aqui. Nós não podemos aceitar a ideia de cortar valores das aposentadorias de trabalhadores que recebem baixos salários. Isso é cruel! Isso representa um ajuste fiscal, não uma reforma da Previdência. Atinge-se o trabalhador que, pelas regras atuais, vai se aposentar ganhando 1.600 reais. Ele tem 62 anos e não pode mais voltar a viver para contribuir de outra forma. Vão cortar o benefício de 1.600 reais para mil reais ou 1.100 reais. Isso significa 20%, 30%, 40%, 50% de corte. Os professores entram neste bojo, os policiais entram nestes cortes. Isso não pode acontecer!",04/07/2019
MARCELO RAMOS,PL,AM,V.Exa. orienta o voto não?,04/07/2019
JOSÉ GUIMARÃES,PT,CE,O voto é não.,04/07/2019
MARCELO RAMOS,PL,AM,O PT vota não. Como vota o PSL?  (Pausa.),04/07/2019
LAFAYETTE DE ANDRADA,PRB,MG,"Sr. Presidente, o requerimento é de retirada de pauta?",04/07/2019
MARCELO RAMOS,PL,AM,"O requerimento é de retirada de pauta, Deputado. Acho que a orientação do PT foi errada.",04/07/2019
JOSÉ GUIMARÃES,PT,CE,"O voto é sim, Sr. Presidente.",04/07/2019
MARCELO RAMOS,PL,AM,"O Deputado Lafayette de Andrada salvou o PT, não foi?  (Risos.) O Deputado Lafayette de Andrada, por lealdade, fez o registro correto.",04/07/2019
LAFAYETTE DE ANDRADA,PRB,MG,De nada!,04/07/2019
ALICE PORTUGAL,B,BA,É o sangue do patriarca.,04/07/2019
JOSÉ GUIMARÃES,PT,CE,"O Deputado Andrada tem berço. É de uma família que tem berço. Portanto, nós não esperamos outra coisa dele. É um mineiro que tem berço, tem padrão no exercício da atividade parlamentar.",04/07/2019
MARCELO RAMOS,PL,AM,O PT vota sim. Como vota o PSL?,04/07/2019
DANIEL FREITAS,PSL,SC,"Sr. Presidente, nós ficamos praticamente até as 2 horas da manhã aqui ontem. O que estamos discutindo e tentando votar é a principal pauta da Nação brasileira. A reforma da Previdência não é uma prioridade do Governo Bolsonaro, tampouco do Congresso Nacional: é uma prioridade do povo brasileiro! Os últimos três Presidentes se esforçaram para fazer a reforma da Previdência porque tinham a certeza de que reformá-la seria a ferramenta para fazer o Brasil andar para a frente. Eu tenho 37 anos e cheguei à Câmara Federal com a primeira atitude de renunciar à aposentadoria especial. Vejo aqui discursos hipócritas da Oposição, daqueles que querem manter suas regalias e dizem que, para se defender a população mais pobre do Brasil, é preciso dizer não à reforma da Previdência. Defender a população brasileira significa dizer sim à reforma da Previdência, para garantir mais emprego, mais renda, mais investimentos para a saúde, a segurança pública e a educação. Por isso, o PSL diz não à retirada de pauta. Reunião de: 04/07/2019",04/07/2019
MARCELO RAMOS,PL,AM,Como vota o PP?,04/07/2019
EVAIR VIEIRA DE MELO,PP,ES,"Sr. Presidente, o paciente está na UTI, fruto de um mal do passado. Judiaram do paciente, maltrataram-no, e hoje ele está na UTI. Este paciente é o Brasil. Nós precisamos ter a coragem e a atitude de aplicar o remédio certo, o antibiótico certo, para não perdermos o paciente. Isso é necessário para evitarmos a dor de milhares brasileiros que precisam de uma oportunidade. Este antibiótico, sozinho, não resolverá o problema. Há outros medicamentos que precisam ser aplicados: o medicamento tributário, os medicamentos políticos, a infraestrutura, e tudo o mais. Neste momento, a Previdência é o primeiro remédio, o primeiro medicamento para o paciente continuar de pé, continuar respirando e poder, com forças próprias, continuar dando dignidade a seu povo. O Partido Progressistas orienta o voto não à retirada de pauta da matéria. Temos que votar sim à Previdência.",04/07/2019
MARCELO RAMOS,PL,AM,O PP vota não. Como vota o PL?  (Pausa.),04/07/2019
ALIEL MACHADO,PSB,PR,"Eu escutei um sim, hein!",04/07/2019
GIOVANI CHERINI,PL,RS,O PL vota não.,04/07/2019
MARCELO RAMOS,PL,AM,O PL vota não. Como vota o PSD?  (Pausa.),04/07/2019
EVAIR VIEIRA DE MELO,PP,ES,"Sr. Presidente, estão tentando me interpretar mal. O Progressista orientou não ao requerimento de retirada de pauta e sim à aprovação da reforma da Previdência.",04/07/2019
MARCELO RAMOS,PL,AM,O Progressista vota não. Como vota o PSD?,04/07/2019
REINHOLD STEPHANES JUNIOR,PSD,PR,"O PSD vota não, Sr. Presidente. Não há problema nenhum em alguém trabalhar: o problema é ficar desempregado ou subempregado. A reforma vem por justiça, vem por necessidade e ela é correta. Muito obrigado, Sr. Presidente.",04/07/2019
MARCELO RAMOS,PL,AM,O PSD vota não. Como vota o MDB?,04/07/2019
CELSO MALDANER,MDB,SC,"O MDB vota não, Sr. Presidente.",04/07/2019
MARCELO RAMOS,PL,AM,"O MDB vota não. Como vota o PSB, Deputada Lídice da Mata?",04/07/2019
LÍDICE DA MATA,PSB,BA,"Sr. Presidente, o PSB vota sim à retirada de pauta porque esta proposta de reforma vai impactar negativamente a vida de milhões de trabalhadores e de trabalhadoras pobres neste País. É preciso entender que esta Comissão está votando com pressa. O Presidente Bolsonaro diz hoje na  Folha de S.Paulo  que o Governo errou com os policiais brasileiros. Além de trair os policiais, ele trai os Deputados de sua base, que vão botar a cara na tela para receber o repúdio da população. É este o Presidente que vocês elegeram: um homem que trai de início aquilo que assumiu como promessa perante seus eleitores. É nesta circunstância que nós não podemos aprovar uma votação que vai ter uma repercussão tão negativa na vida do povo brasileiro. O PSB vota sim, com convicção.",04/07/2019
